blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd,subject,procedure,day
2022_05_11_abb06,50,spout03,nacl100,5,2.5,2.5,2.1213203435596424,abb06,multi_nacl,21
2022_05_11_abb06,50,spout04,nacl000,33,16.5,16.5,3.5355339059327378,abb06,multi_nacl,21
2022_05_11_abb06,50,spout05,nacl150,4,2,2,0,abb06,multi_nacl,21
2022_05_11_abb06,60,spout01,nacl050,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,60,spout02,nacl025,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,60,spout03,nacl100,2,1,1,1.4142135623730951,abb06,multi_nacl,21
2022_05_11_abb06,60,spout04,nacl000,30,15,15,1.4142135623730951,abb06,multi_nacl,21
2022_05_11_abb06,60,spout05,nacl150,6,3,3,1.4142135623730951,abb06,multi_nacl,21
2022_05_11_abb06,70,spout01,nacl050,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,21
2022_05_11_abb06,70,spout02,nacl025,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,70,spout03,nacl100,6,3,3,2.8284271247461903,abb06,multi_nacl,21
2022_05_11_abb06,70,spout04,nacl000,36,18,18,1.4142135623730951,abb06,multi_nacl,21
2022_05_11_abb06,70,spout05,nacl150,4,2,2,0,abb06,multi_nacl,21
2022_05_11_abb06,80,spout01,nacl050,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,80,spout02,nacl025,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,80,spout03,nacl100,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,21
2022_05_11_abb06,80,spout04,nacl000,35,17.5,17.5,2.1213203435596424,abb06,multi_nacl,21
2022_05_11_abb06,80,spout05,nacl150,7,3.5,3.5,2.1213203435596424,abb06,multi_nacl,21
2022_05_11_abb06,90,spout01,nacl050,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,90,spout02,nacl025,0,0,0,0,abb06,multi_nacl,21
2022_05_11_abb06,90,spout03,nacl100,3,1.5,1.5,2.1213203435596424,abb06,multi_nacl,21
2022_05_11_abb06,90,spout04,nacl000,33,16.5,16.5,2.1213203435596424,abb06,multi_nacl,21
2022_05_11_abb06,90,spout05,nacl150,2,1,1,1.4142135623730951,abb06,multi_nacl,21
2022_05_12_abb01,0,spout01,nacl000,37,18.5,18.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,0,spout02,nacl050,15,7.5,7.5,9.192388155425117,abb01,multi_nacl,22
2022_05_12_abb01,0,spout03,nacl150,5,2.5,2.5,2.1213203435596424,abb01,multi_nacl,22
2022_05_12_abb01,0,spout04,nacl100,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,0,spout05,nacl025,15,7.5,7.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,10,spout01,nacl000,32,16,16,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,10,spout02,nacl050,27,13.5,13.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,10,spout03,nacl150,4,2,2,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,10,spout04,nacl100,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,10,spout05,nacl025,15,7.5,7.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,20,spout01,nacl000,38,19,19,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,20,spout02,nacl050,26,13,13,0,abb01,multi_nacl,22
2022_05_12_abb01,20,spout03,nacl150,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,20,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,20,spout05,nacl025,25,12.5,12.5,13.435028842544403,abb01,multi_nacl,22
2022_05_12_abb01,30,spout01,nacl000,38,19,19,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,30,spout02,nacl050,32,16,16,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,30,spout03,nacl150,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,30,spout04,nacl100,4,2,2,0,abb01,multi_nacl,22
2022_05_12_abb01,30,spout05,nacl025,15,7.5,7.5,9.192388155425117,abb01,multi_nacl,22
2022_05_12_abb01,40,spout01,nacl000,37,18.5,18.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,40,spout02,nacl050,31,15.5,15.5,2.1213203435596424,abb01,multi_nacl,22
2022_05_12_abb01,40,spout03,nacl150,7,3.5,3.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,40,spout04,nacl100,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,40,spout05,nacl025,4,2,2,0,abb01,multi_nacl,22
2022_05_12_abb01,50,spout01,nacl000,34,17,17,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,50,spout02,nacl050,20,10,10,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,50,spout03,nacl150,5,2.5,2.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,50,spout04,nacl100,4,2,2,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,50,spout05,nacl025,38,19,19,0,abb01,multi_nacl,22
2022_05_12_abb01,60,spout01,nacl000,30,15,15,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,60,spout02,nacl050,26,13,13,0,abb01,multi_nacl,22
2022_05_12_abb01,60,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,60,spout04,nacl100,5,2.5,2.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,60,spout05,nacl025,32,16,16,0,abb01,multi_nacl,22
2022_05_12_abb01,70,spout01,nacl000,33,16.5,16.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,70,spout02,nacl050,22,11,11,2.8284271247461903,abb01,multi_nacl,22
2022_05_12_abb01,70,spout03,nacl150,5,2.5,2.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,70,spout04,nacl100,5,2.5,2.5,2.1213203435596424,abb01,multi_nacl,22
2022_05_12_abb01,70,spout05,nacl025,30,15,15,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,80,spout01,nacl000,32,16,16,1.4142135623730951,abb01,multi_nacl,22
2022_05_12_abb01,80,spout02,nacl050,15,7.5,7.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,80,spout03,nacl150,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,80,spout04,nacl100,2,1,1,0,abb01,multi_nacl,22
2022_05_12_abb01,80,spout05,nacl025,33,16.5,16.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,90,spout01,nacl000,28,14,14,2.8284271247461903,abb01,multi_nacl,22
2022_05_12_abb01,90,spout02,nacl050,18,9,9,4.242640687119285,abb01,multi_nacl,22
2022_05_12_abb01,90,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,90,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb01,multi_nacl,22
2022_05_12_abb01,90,spout05,nacl025,30,15,15,0,abb01,multi_nacl,22
2022_05_12_abb03,0,spout01,nacl000,42,21,21,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,0,spout02,nacl050,35,17.5,17.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,0,spout03,nacl150,6,3,3,2.8284271247461903,abb03,multi_nacl,22
2022_05_12_abb03,0,spout04,nacl100,5,2.5,2.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,0,spout05,nacl025,38,19,19,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,10,spout01,nacl000,42,21,21,0,abb03,multi_nacl,22
2022_05_12_abb03,10,spout02,nacl050,32,16,16,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,10,spout03,nacl150,7,3.5,3.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,10,spout04,nacl100,5,2.5,2.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,10,spout05,nacl025,38,19,19,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,20,spout01,nacl000,39,19.5,19.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,20,spout02,nacl050,25,12.5,12.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,20,spout03,nacl150,5,2.5,2.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,20,spout04,nacl100,6,3,3,2.8284271247461903,abb03,multi_nacl,22
2022_05_12_abb03,20,spout05,nacl025,35,17.5,17.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,30,spout01,nacl000,40,20,20,0,abb03,multi_nacl,22
2022_05_12_abb03,30,spout02,nacl050,28,14,14,5.656854249492381,abb03,multi_nacl,22
2022_05_12_abb03,30,spout03,nacl150,4,2,2,0,abb03,multi_nacl,22
2022_05_12_abb03,30,spout04,nacl100,4,2,2,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,30,spout05,nacl025,40,20,20,0,abb03,multi_nacl,22
2022_05_12_abb03,40,spout01,nacl000,35,17.5,17.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,40,spout02,nacl050,21,10.5,10.5,3.5355339059327378,abb03,multi_nacl,22
2022_05_12_abb03,40,spout03,nacl150,4,2,2,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,40,spout04,nacl100,6,3,3,2.8284271247461903,abb03,multi_nacl,22
2022_05_12_abb03,40,spout05,nacl025,37,18.5,18.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,50,spout01,nacl000,33,16.5,16.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,50,spout02,nacl050,17,8.5,8.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,50,spout03,nacl150,2,1,1,0,abb03,multi_nacl,22
2022_05_12_abb03,50,spout04,nacl100,1,0.5,0.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,50,spout05,nacl025,33,16.5,16.5,4.949747468305833,abb03,multi_nacl,22
2022_05_12_abb03,60,spout01,nacl000,31,15.5,15.5,2.1213203435596424,abb03,multi_nacl,22
2022_05_12_abb03,60,spout02,nacl050,22,11,11,0,abb03,multi_nacl,22
2022_05_12_abb03,60,spout03,nacl150,2,1,1,0,abb03,multi_nacl,22
2022_05_12_abb03,60,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,60,spout05,nacl025,10,5,5,7.0710678118654755,abb03,multi_nacl,22
2022_05_12_abb03,70,spout01,nacl000,36,18,18,0,abb03,multi_nacl,22
2022_05_12_abb03,70,spout02,nacl050,22,11,11,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,70,spout03,nacl150,2,1,1,0,abb03,multi_nacl,22
2022_05_12_abb03,70,spout04,nacl100,1,0.5,0.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,70,spout05,nacl025,30,15,15,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,80,spout01,nacl000,38,19,19,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,80,spout02,nacl050,18,9,9,2.8284271247461903,abb03,multi_nacl,22
2022_05_12_abb03,80,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,80,spout04,nacl100,1,0.5,0.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,80,spout05,nacl025,15,7.5,7.5,10.606601717798213,abb03,multi_nacl,22
2022_05_12_abb03,90,spout01,nacl000,37,18.5,18.5,0.7071067811865476,abb03,multi_nacl,22
2022_05_12_abb03,90,spout02,nacl050,7,3.5,3.5,3.5355339059327378,abb03,multi_nacl,22
2022_05_12_abb03,90,spout03,nacl150,2,1,1,1.4142135623730951,abb03,multi_nacl,22
2022_05_12_abb03,90,spout04,nacl100,0,0,0,0,abb03,multi_nacl,22
2022_05_12_abb03,90,spout05,nacl025,14,7,7,9.899494936611665,abb03,multi_nacl,22
2022_05_12_abb04,0,spout01,nacl000,45,22.5,22.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,0,spout02,nacl050,29,14.5,14.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,0,spout03,nacl150,2,1,1,0,abb04,multi_nacl,22
2022_05_12_abb04,0,spout04,nacl100,6,3,3,2.8284271247461903,abb04,multi_nacl,22
2022_05_12_abb04,0,spout05,nacl025,39,19.5,19.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,10,spout01,nacl000,47,23.5,23.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,10,spout02,nacl050,42,21,21,2.8284271247461903,abb04,multi_nacl,22
2022_05_12_abb04,10,spout03,nacl150,8,4,4,2.8284271247461903,abb04,multi_nacl,22
2022_05_12_abb04,10,spout04,nacl100,2,1,1,0,abb04,multi_nacl,22
2022_05_12_abb04,10,spout05,nacl025,38,19,19,1.4142135623730951,abb04,multi_nacl,22
2022_05_12_abb04,20,spout01,nacl000,43,21.5,21.5,3.5355339059327378,abb04,multi_nacl,22
2022_05_12_abb04,20,spout02,nacl050,27,13.5,13.5,2.1213203435596424,abb04,multi_nacl,22
2022_05_12_abb04,20,spout03,nacl150,4,2,2,1.4142135623730951,abb04,multi_nacl,22
2022_05_12_abb04,20,spout04,nacl100,4,2,2,1.4142135623730951,abb04,multi_nacl,22
2022_05_12_abb04,20,spout05,nacl025,44,22,22,0,abb04,multi_nacl,22
2022_05_12_abb04,30,spout01,nacl000,46,23,23,0,abb04,multi_nacl,22
2022_05_12_abb04,30,spout02,nacl050,28,14,14,2.8284271247461903,abb04,multi_nacl,22
2022_05_12_abb04,30,spout03,nacl150,4,2,2,1.4142135623730951,abb04,multi_nacl,22
2022_05_12_abb04,30,spout04,nacl100,13,6.5,6.5,2.1213203435596424,abb04,multi_nacl,22
2022_05_12_abb04,30,spout05,nacl025,31,15.5,15.5,2.1213203435596424,abb04,multi_nacl,22
2022_05_12_abb04,40,spout01,nacl000,48,24,24,0,abb04,multi_nacl,22
2022_05_12_abb04,40,spout02,nacl050,27,13.5,13.5,3.5355339059327378,abb04,multi_nacl,22
2022_05_12_abb04,40,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,40,spout04,nacl100,6,3,3,2.8284271247461903,abb04,multi_nacl,22
2022_05_12_abb04,40,spout05,nacl025,36,18,18,4.242640687119285,abb04,multi_nacl,22
2022_05_12_abb04,50,spout01,nacl000,44,22,22,1.4142135623730951,abb04,multi_nacl,22
2022_05_12_abb04,50,spout02,nacl050,18,9,9,7.0710678118654755,abb04,multi_nacl,22
2022_05_12_abb04,50,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,50,spout04,nacl100,6,3,3,0,abb04,multi_nacl,22
2022_05_12_abb04,50,spout05,nacl025,35,17.5,17.5,3.5355339059327378,abb04,multi_nacl,22
2022_05_12_abb04,60,spout01,nacl000,39,19.5,19.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,60,spout02,nacl050,28,14,14,11.313708498984761,abb04,multi_nacl,22
2022_05_12_abb04,60,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,60,spout04,nacl100,2,1,1,0,abb04,multi_nacl,22
2022_05_12_abb04,60,spout05,nacl025,37,18.5,18.5,2.1213203435596424,abb04,multi_nacl,22
2022_05_12_abb04,70,spout01,nacl000,47,23.5,23.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,70,spout02,nacl050,24,12,12,5.656854249492381,abb04,multi_nacl,22
2022_05_12_abb04,70,spout03,nacl150,2,1,1,0,abb04,multi_nacl,22
2022_05_12_abb04,70,spout04,nacl100,1,0.5,0.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,70,spout05,nacl025,20,10,10,5.656854249492381,abb04,multi_nacl,22
2022_05_12_abb04,80,spout01,nacl000,43,21.5,21.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,80,spout02,nacl050,8,4,4,4.242640687119285,abb04,multi_nacl,22
2022_05_12_abb04,80,spout03,nacl150,5,2.5,2.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,80,spout04,nacl100,2,1,1,0,abb04,multi_nacl,22
2022_05_12_abb04,80,spout05,nacl025,29,14.5,14.5,4.949747468305833,abb04,multi_nacl,22
2022_05_12_abb04,90,spout01,nacl000,44,22,22,0,abb04,multi_nacl,22
2022_05_12_abb04,90,spout02,nacl050,22,11,11,5.656854249492381,abb04,multi_nacl,22
2022_05_12_abb04,90,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,90,spout04,nacl100,1,0.5,0.5,0.7071067811865476,abb04,multi_nacl,22
2022_05_12_abb04,90,spout05,nacl025,35,17.5,17.5,2.1213203435596424,abb04,multi_nacl,22
2022_05_12_abb05,0,spout01,nacl000,29,14.5,14.5,3.5355339059327378,abb05,multi_nacl,22
2022_05_12_abb05,0,spout02,nacl050,29,14.5,14.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,0,spout03,nacl150,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,0,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,0,spout05,nacl025,14,7,7,8.48528137423857,abb05,multi_nacl,22
2022_05_12_abb05,10,spout01,nacl000,37,18.5,18.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,10,spout02,nacl050,14,7,7,8.48528137423857,abb05,multi_nacl,22
2022_05_12_abb05,10,spout03,nacl150,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,10,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,10,spout05,nacl025,34,17,17,0,abb05,multi_nacl,22
2022_05_12_abb05,20,spout01,nacl000,34,17,17,0,abb05,multi_nacl,22
2022_05_12_abb05,20,spout02,nacl050,17,8.5,8.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,20,spout03,nacl150,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,20,spout04,nacl100,5,2.5,2.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,20,spout05,nacl025,35,17.5,17.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,30,spout01,nacl000,39,19.5,19.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,30,spout02,nacl050,19,9.5,9.5,3.5355339059327378,abb05,multi_nacl,22
2022_05_12_abb05,30,spout03,nacl150,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,30,spout04,nacl100,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,30,spout05,nacl025,20,10,10,8.48528137423857,abb05,multi_nacl,22
2022_05_12_abb05,40,spout01,nacl000,39,19.5,19.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,40,spout02,nacl050,20,10,10,1.4142135623730951,abb05,multi_nacl,22
2022_05_12_abb05,40,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,40,spout04,nacl100,7,3.5,3.5,3.5355339059327378,abb05,multi_nacl,22
2022_05_12_abb05,40,spout05,nacl025,26,13,13,4.242640687119285,abb05,multi_nacl,22
2022_05_12_abb05,50,spout01,nacl000,32,16,16,2.8284271247461903,abb05,multi_nacl,22
2022_05_12_abb05,50,spout02,nacl050,23,11.5,11.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,50,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,50,spout04,nacl100,6,3,3,0,abb05,multi_nacl,22
2022_05_12_abb05,50,spout05,nacl025,32,16,16,1.4142135623730951,abb05,multi_nacl,22
2022_05_12_abb05,60,spout01,nacl000,37,18.5,18.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,60,spout02,nacl050,21,10.5,10.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,60,spout03,nacl150,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,60,spout04,nacl100,2,1,1,0,abb05,multi_nacl,22
2022_05_12_abb05,60,spout05,nacl025,26,13,13,4.242640687119285,abb05,multi_nacl,22
2022_05_12_abb05,70,spout01,nacl000,34,17,17,1.4142135623730951,abb05,multi_nacl,22
2022_05_12_abb05,70,spout02,nacl050,24,12,12,1.4142135623730951,abb05,multi_nacl,22
2022_05_12_abb05,70,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,70,spout04,nacl100,5,2.5,2.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,70,spout05,nacl025,21,10.5,10.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,80,spout01,nacl000,37,18.5,18.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,80,spout02,nacl050,16,8,8,1.4142135623730951,abb05,multi_nacl,22
2022_05_12_abb05,80,spout03,nacl150,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,80,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,80,spout05,nacl025,26,13,13,2.8284271247461903,abb05,multi_nacl,22
2022_05_12_abb05,90,spout01,nacl000,39,19.5,19.5,2.1213203435596424,abb05,multi_nacl,22
2022_05_12_abb05,90,spout02,nacl050,17,8.5,8.5,3.5355339059327378,abb05,multi_nacl,22
2022_05_12_abb05,90,spout03,nacl150,4,2,2,0,abb05,multi_nacl,22
2022_05_12_abb05,90,spout04,nacl100,3,1.5,1.5,0.7071067811865476,abb05,multi_nacl,22
2022_05_12_abb05,90,spout05,nacl025,2,1,1,1.4142135623730951,abb05,multi_nacl,22
2022_05_12_abb06,0,spout01,nacl000,18,9,9,12.727922061357855,abb06,multi_nacl,22
2022_05_12_abb06,0,spout02,nacl050,17,8.5,8.5,2.1213203435596424,abb06,multi_nacl,22
2022_05_12_abb06,0,spout03,nacl150,3,1.5,1.5,2.1213203435596424,abb06,multi_nacl,22
2022_05_12_abb06,0,spout04,nacl100,2,1,1,0,abb06,multi_nacl,22
2022_05_12_abb06,0,spout05,nacl025,18,9,9,12.727922061357855,abb06,multi_nacl,22
2022_05_12_abb06,10,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,10,spout02,nacl050,22,11,11,4.242640687119285,abb06,multi_nacl,22
2022_05_12_abb06,10,spout03,nacl150,9,4.5,4.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,10,spout04,nacl100,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,10,spout05,nacl025,18,9,9,12.727922061357855,abb06,multi_nacl,22
2022_05_12_abb06,20,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,20,spout02,nacl050,17,8.5,8.5,3.5355339059327378,abb06,multi_nacl,22
2022_05_12_abb06,20,spout03,nacl150,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,20,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,20,spout05,nacl025,34,17,17,4.242640687119285,abb06,multi_nacl,22
2022_05_12_abb06,30,spout01,nacl000,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,30,spout02,nacl050,14,7,7,2.8284271247461903,abb06,multi_nacl,22
2022_05_12_abb06,30,spout03,nacl150,2,1,1,1.4142135623730951,abb06,multi_nacl,22
2022_05_12_abb06,30,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,30,spout05,nacl025,26,13,13,2.8284271247461903,abb06,multi_nacl,22
2022_05_12_abb06,40,spout01,nacl000,2,1,1,1.4142135623730951,abb06,multi_nacl,22
2022_05_12_abb06,40,spout02,nacl050,25,12.5,12.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,40,spout03,nacl150,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,40,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,40,spout05,nacl025,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,50,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,50,spout02,nacl050,30,15,15,1.4142135623730951,abb06,multi_nacl,22
2022_05_12_abb06,50,spout03,nacl150,5,2.5,2.5,3.5355339059327378,abb06,multi_nacl,22
2022_05_12_abb06,50,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,50,spout05,nacl025,1,0.5,0.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,60,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,60,spout02,nacl050,27,13.5,13.5,2.1213203435596424,abb06,multi_nacl,22
2022_05_12_abb06,60,spout03,nacl150,2,1,1,1.4142135623730951,abb06,multi_nacl,22
2022_05_12_abb06,60,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,60,spout05,nacl025,27,13.5,13.5,9.192388155425117,abb06,multi_nacl,22
2022_05_12_abb06,70,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,70,spout02,nacl050,25,12.5,12.5,0.7071067811865476,abb06,multi_nacl,22
2022_05_12_abb06,70,spout03,nacl150,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,70,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,70,spout05,nacl025,3,1.5,1.5,2.1213203435596424,abb06,multi_nacl,22
2022_05_12_abb06,80,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,80,spout02,nacl050,21,10.5,10.5,3.5355339059327378,abb06,multi_nacl,22
2022_05_12_abb06,80,spout03,nacl150,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,80,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,80,spout05,nacl025,2,1,1,1.4142135623730951,abb06,multi_nacl,22
2022_05_12_abb06,90,spout01,nacl000,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,90,spout02,nacl050,12,6,6,8.48528137423857,abb06,multi_nacl,22
2022_05_12_abb06,90,spout03,nacl150,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,90,spout04,nacl100,0,0,0,0,abb06,multi_nacl,22
2022_05_12_abb06,90,spout05,nacl025,0,0,0,0,abb06,multi_nacl,22
2022_05_13_abb01,0,spout01,nacl150,7,3.5,3.5,3.5355339059327378,abb01,multi_nacl,23
2022_05_13_abb01,0,spout02,nacl000,33,16.5,16.5,0.7071067811865476,abb01,multi_nacl,23
2022_05_13_abb01,0,spout03,nacl050,32,16,16,1.4142135623730951,abb01,multi_nacl,23
2022_05_13_abb01,0,spout04,nacl025,33,16.5,16.5,0.7071067811865476,abb01,multi_nacl,23
2022_05_13_abb01,0,spout05,nacl100,38,19,19,2.8284271247461903,abb01,multi_nacl,23
2022_05_13_abb01,10,spout01,nacl150,3,1.5,1.5,0.7071067811865476,abb01,multi_nacl,23
2022_05_13_abb01,10,spout02,nacl000,31,15.5,15.5,6.363961030678928,abb01,multi_nacl,23
