blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_11_abb06,0,37,3.7,1,6.03784361801095
2022_05_11_abb06,10,40,4,1,7.1492035298424055
2022_05_11_abb06,20,6,0.6,0,0.9660917830792959
2022_05_11_abb06,30,33,3.3,1.5,5.478239782184704
2022_05_11_abb06,40,23,2.3,0,5.578729445153459
2022_05_11_abb06,50,43,4.3,1.5,6.65081448646204
2022_05_11_abb06,60,38,3.8,1,6.0699624747146865
2022_05_11_abb06,70,47,4.7,1.5,7.180993431738165
2022_05_11_abb06,80,43,4.3,0.5,7.165503781622367
2022_05_11_abb06,90,38,3.8,0,6.81175454637056
