blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_27_abb07,0,132,13.2,13.5,8.495750571772795
2022_05_27_abb07,10,110,11,4.5,9.273618495495704
2022_05_27_abb07,20,120,12,12,8.259674462242579
2022_05_27_abb07,30,102,10.2,8.5,8.038794823990859
2022_05_27_abb07,40,81,8.1,6,7.607744592044201
2022_05_27_abb07,50,30,3,0,6.289320754704403
2022_05_27_abb07,60,40,4,3,4.570436400267363
2022_05_27_abb07,70,14,1.4,0,3.5023801430836525
2022_05_27_abb07,80,17,1.7,0,3.7727090178455764
2022_05_27_abb07,90,22,2.2,0,3.910100879630715
