blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_15_abb07,0,124,12.4,12,9.628660919936433
2022_06_15_abb07,10,103,10.3,5,9.452219022242579
2022_06_15_abb07,20,113,11.3,8,9.843779761859771
2022_06_15_abb07,30,93,9.3,3.5,9.626929820964614
2022_06_15_abb07,40,91,9.1,4.5,8.949860334105779
2022_06_15_abb07,50,77,7.7,2.5,8.459708426811568
2022_06_15_abb07,60,81,8.1,4,8.04777401935881
2022_06_15_abb07,70,74,7.4,5,7.501111028818776
2022_06_15_abb07,80,70,7,2.5,8.259674462242579
2022_06_15_abb07,90,72,7.2,4,7.857056276579247
