blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_25_abb03,0,121,12.1,11,4.04007700696685
2022_04_25_abb03,10,141,14.1,13.5,3.478505426185217
2022_04_25_abb03,20,144,14.4,13.5,2.756809750418044
2022_04_25_abb03,30,139,13.9,13.5,3.1073389830457114
2022_04_25_abb03,40,128,12.8,11.5,3.4896672875473067
2022_04_25_abb03,50,85,8.5,8,4.428443418528808
2022_04_25_abb03,60,80,8,7.5,5.517648452415616
2022_04_25_abb03,70,7,0.7,0,2.2135943621178655
2022_04_25_abb03,80,0,0,0,0
2022_04_25_abb03,90,0,0,0,0
