blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_25_abb08,0,204,20.4,20.5,2.0110804171997807
2022_05_25_abb08,10,217,21.7,22,1.946506842754191
2022_05_25_abb08,20,204,20.4,21,2.913569784454954
2022_05_25_abb08,30,207,20.7,21.5,2.8303906287138374
2022_05_25_abb08,40,206,20.6,23,4.221637386396684
2022_05_25_abb08,50,185,18.5,19.5,7.074995092263708
2022_05_25_abb08,60,181,18.1,18.5,5.1305187088853135
2022_05_25_abb08,70,107,10.7,10,7.273238618387272
2022_05_25_abb08,80,104,10.4,12.5,5.059644256269407
2022_05_25_abb08,90,93,9.3,8.5,6.8807299354388585
