blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_20_abb04,0,178,17.8,20.5,5.573747990954262
2022_04_20_abb04,10,78,7.8,5,7.37563556583431
2022_04_20_abb04,20,134,13.4,17,7.691264886581112
2022_04_20_abb04,30,92,9.2,7.5,5.4528280124476085
2022_04_20_abb04,40,60,6,4.5,5.055250296034367
2022_04_20_abb04,50,28,2.8,1.5,3.675746333890726
2022_04_20_abb04,60,50,5,3,5.477225575051661
2022_04_20_abb04,70,25,2.5,0,4.32691832858239
2022_04_20_abb04,80,35,3.5,0,5.948856099191582
2022_04_20_abb04,90,33,3.3,0,5.375872022286245
