blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_05_25_abb12,11817,1,spout01,1,22,242,2930,128,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,25904,2,spout01,2,22,234,2888,126.38095238095238,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,38092,3,spout02,1,21,248,2961,135.65,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,52231,4,spout05,1,23,190,2899,123.13636363636364,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,66898,5,spout03,1,24,170,2975,121.95652173913044,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,78312,6,spout04,1,22,238,2918,127.61904761904762,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,92836,7,spout02,2,23,243,2974,124.13636363636364,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,107330,8,spout03,2,22,173,2944,131.95238095238096,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,123219,9,spout04,2,23,208,2987,126.31818181818181,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,135704,10,spout05,2,23,184,2951,125.77272727272727,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,148589,11,spout04,3,23,173,2921,124.9090909090909,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,160423,12,spout01,3,24,197,2978,120.91304347826087,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,171849,13,spout03,3,24,186,2922,118.95652173913044,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,182893,14,spout04,4,22,227,2900,127.28571428571429,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,197409,15,spout05,3,23,185,2974,126.77272727272727,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,210686,16,spout01,4,24,168,2980,122.26086956521739,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,225640,17,spout02,3,23,254,2955,122.77272727272727,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,240898,18,spout05,4,22,196,2944,130.85714285714286,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,255183,19,spout03,4,23,205,2878,121.5,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,269839,20,spout02,4,24,214,2984,120.43478260869566,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,282619,21,spout01,5,23,231,2962,124.13636363636364,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,298593,22,spout02,5,23,169,2930,125.5,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,314481,23,spout04,5,24,171,2995,122.78260869565217,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,327701,24,spout03,5,23,217,2964,124.86363636363636,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,341553,25,spout03,6,24,185,2928,119.26086956521739,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,356807,26,spout05,5,24,176,2978,121.82608695652173,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,371244,27,spout02,6,23,252,2946,122.45454545454545,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,382255,28,spout04,6,24,175,2918,119.26086956521739,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,398138,29,spout05,6,24,156,2960,121.91304347826087,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,412129,30,spout01,6,23,172,2884,123.27272727272727,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,424312,31,spout03,7,25,143,2990,118.625,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,437102,32,spout04,7,24,219,2974,119.78260869565217,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,449664,33,spout02,7,23,171,2969,127.18181818181819,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,461801,34,spout01,7,23,176,2893,123.5,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,473812,35,spout03,8,24,195,2958,120.1304347826087,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,485408,36,spout05,7,24,160,2969,122.1304347826087,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,501373,37,spout01,8,24,178,2971,121.43478260869566,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,516670,38,spout05,8,24,174,2981,122.04347826086956,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,530950,39,spout04,8,23,174,2874,122.72727272727273,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,546222,40,spout02,8,23,194,2801,118.5,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,558417,41,spout05,9,24,194,2976,120.95652173913044,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,571368,42,spout03,9,24,204,2893,116.91304347826087,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,583534,43,spout04,9,24,186,2973,121.17391304347827,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,596722,44,spout02,9,24,199,2910,117.8695652173913,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,610598,45,spout02,10,24,247,2971,118.43478260869566,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,625636,46,spout01,9,23,169,2954,126.5909090909091,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,637920,47,spout01,10,22,157,2989,134.85714285714286,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,652634,48,spout05,10,24,230,2954,118.43478260869566,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,665549,49,spout03,10,23,161,2920,125.4090909090909,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,680780,50,spout04,10,24,159,2894,118.91304347826087,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,693701,51,spout01,11,22,202,2976,132.0952380952381,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,709009,52,spout01,12,20,220,2863,139.10526315789474,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,724163,53,spout02,11,24,214,2996,120.95652173913044,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,738681,54,spout05,11,24,193,2905,117.91304347826087,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,750951,55,spout04,11,24,190,2906,118.08695652173913,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,765204,56,spout03,11,22,183,2590,114.61904761904762,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,780425,57,spout04,12,24,173,2993,122.6086956521739,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,795159,58,spout03,12,21,209,2825,130.8,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,807612,59,spout02,12,21,287,2820,126.65,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,822983,60,spout05,12,13,193,1603,117.5,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,838483,61,spout05,13,24,201,2975,120.6086956521739,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,854130,62,spout04,13,23,195,2802,118.5,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,870116,63,spout01,13,22,237,2914,127.47619047619048,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,884822,64,spout03,13,20,208,2913,142.3684210526316,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,898078,65,spout02,13,20,273,2752,130.47368421052633,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,909557,66,spout02,14,23,230,2930,122.72727272727273,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,920886,67,spout05,14,15,214,1838,116,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,932501,68,spout04,14,21,218,2912,134.7,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,946793,69,spout01,14,18,187,2895,159.2941176470588,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,960859,70,spout03,14,12,201,1844,149.36363636363637,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,976192,71,spout02,15,19,242,2768,140.33333333333334,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,991248,72,spout02,16,19,230,2911,148.94444444444446,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,1004940,73,spout03,15,14,216,2916,207.69230769230768,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,1016272,74,spout05,15,17,210,2070,116.25,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,1031571,75,spout05,16,22,201,2798,123.66666666666667,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,1043005,76,spout04,15,18,220,2966,161.52941176470588,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,1058123,77,spout01,15,14,285,2284,153.76923076923077,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,1072552,78,spout04,16,5,236,945,177.25,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,1084511,79,spout01,16,14,277,2862,198.84615384615384,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,1097693,80,spout03,16,4,239,844,201.66666666666666,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,1108926,81,spout01,17,16,275,2913,175.86666666666667,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,1123502,82,spout02,17,20,276,2926,139.47368421052633,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,1138719,83,spout01,18,15,268,2813,181.78571428571428,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,1152138,84,spout04,17,16,200,2924,181.6,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,1167987,85,spout04,18,21,208,2879,133.55,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,1183695,86,spout02,18,20,257,2857,136.8421052631579,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,1198851,87,spout03,17,12,223,2028,164.0909090909091,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,1211111,88,spout05,17,25,218,2964,114.41666666666667,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,1222282,89,spout03,18,12,247,2497,204.54545454545453,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,1237566,90,spout05,18,6,223,746,104.6,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,1251894,91,spout02,19,18,259,2917,156.35294117647058,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,1265503,92,spout04,19,14,211,2043,140.92307692307693,1,abb,2,5/25/2022,sucrose10,sucrose,10
2022_05_25_abb12,1277461,93,spout01,19,16,298,2967,177.93333333333334,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,1288616,94,spout05,19,4,229,632,134.33333333333334,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,1303390,95,spout02,20,18,267,2998,160.64705882352942,1,abb,2,5/25/2022,sucrose30,sucrose,30
2022_05_25_abb12,1316828,96,spout05,20,4,242,650,136,1,abb,2,5/25/2022,sucrose00,sucrose,0
2022_05_25_abb12,1331905,97,spout01,20,14,280,2785,192.69230769230768,1,abb,2,5/25/2022,sucrose20,sucrose,20
2022_05_25_abb12,1342938,98,spout03,19,8,296,1868,224.57142857142858,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,1358664,99,spout03,20,4,239,1018,259.6666666666667,1,abb,2,5/25/2022,sucrose05,sucrose,5
2022_05_25_abb12,1371915,100,spout04,20,7,262,1525,210.5,1,abb,2,5/25/2022,sucrose10,sucrose,10
