blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_31_abb11,0,224,22.4,22.5,1.0749676997731399
2022_05_31_abb11,10,229,22.9,23,1.1972189997378648
2022_05_31_abb11,20,225,22.5,23,1.4337208778404378
2022_05_31_abb11,30,181,18.1,19.5,7.046669820245274
2022_05_31_abb11,40,190,19,18,3.5276684147527875
2022_05_31_abb11,50,137,13.7,15.5,7.211872926716826
2022_05_31_abb11,60,128,12.8,14.5,7.871185143010902
2022_05_31_abb11,70,91,9.1,7.5,7.385421074281712
2022_05_31_abb11,80,49,4.9,1.5,5.933895104491746
2022_05_31_abb11,90,40,4,1.5,4.944132324730441
