blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_10_abb08,0,spout01,sucrose05,45,22.5,22.5,0.7071067811865476
2022_06_10_abb08,0,spout02,sucrose20,46,23,23,1.4142135623730951
2022_06_10_abb08,0,spout03,sucrose00,22,11,11,4.242640687119285
2022_06_10_abb08,0,spout04,sucrose30,38,19,19,0
2022_06_10_abb08,0,spout05,sucrose10,44,22,22,0
2022_06_10_abb08,10,spout01,sucrose05,14,7,7,1.4142135623730951
2022_06_10_abb08,10,spout02,sucrose20,36,18,18,4.242640687119285
2022_06_10_abb08,10,spout03,sucrose00,12,6,6,1.4142135623730951
2022_06_10_abb08,10,spout04,sucrose30,43,21.5,21.5,0.7071067811865476
2022_06_10_abb08,10,spout05,sucrose10,27,13.5,13.5,13.435028842544403
2022_06_10_abb08,20,spout01,sucrose05,17,8.5,8.5,2.1213203435596424
2022_06_10_abb08,20,spout02,sucrose20,33,16.5,16.5,3.5355339059327378
2022_06_10_abb08,20,spout03,sucrose00,9,4.5,4.5,2.1213203435596424
2022_06_10_abb08,20,spout04,sucrose30,43,21.5,21.5,0.7071067811865476
2022_06_10_abb08,20,spout05,sucrose10,41,20.5,20.5,0.7071067811865476
2022_06_10_abb08,30,spout01,sucrose05,13,6.5,6.5,3.5355339059327378
2022_06_10_abb08,30,spout02,sucrose20,30,15,15,0
2022_06_10_abb08,30,spout03,sucrose00,8,4,4,1.4142135623730951
2022_06_10_abb08,30,spout04,sucrose30,22,11,11,15.556349186104045
2022_06_10_abb08,30,spout05,sucrose10,15,7.5,7.5,10.606601717798213
2022_06_10_abb08,40,spout01,sucrose05,12,6,6,4.242640687119285
2022_06_10_abb08,40,spout02,sucrose20,29,14.5,14.5,2.1213203435596424
2022_06_10_abb08,40,spout03,sucrose00,4,2,2,1.4142135623730951
2022_06_10_abb08,40,spout04,sucrose30,0,0,0,0
2022_06_10_abb08,40,spout05,sucrose10,16,8,8,11.313708498984761
2022_06_10_abb08,50,spout01,sucrose05,6,3,3,0
2022_06_10_abb08,50,spout02,sucrose20,31,15.5,15.5,6.363961030678928
2022_06_10_abb08,50,spout03,sucrose00,3,1.5,1.5,2.1213203435596424
2022_06_10_abb08,50,spout04,sucrose30,29,14.5,14.5,7.7781745930520225
2022_06_10_abb08,50,spout05,sucrose10,19,9.5,9.5,6.363961030678928
2022_06_10_abb08,60,spout01,sucrose05,6,3,3,0
2022_06_10_abb08,60,spout02,sucrose20,14,7,7,9.899494936611665
2022_06_10_abb08,60,spout03,sucrose00,0,0,0,0
2022_06_10_abb08,60,spout04,sucrose30,0,0,0,0
2022_06_10_abb08,60,spout05,sucrose10,3,1.5,1.5,2.1213203435596424
2022_06_10_abb08,70,spout01,sucrose05,4,2,2,0
2022_06_10_abb08,70,spout02,sucrose20,28,14,14,2.8284271247461903
2022_06_10_abb08,70,spout03,sucrose00,2,1,1,1.4142135623730951
2022_06_10_abb08,70,spout04,sucrose30,0,0,0,0
2022_06_10_abb08,70,spout05,sucrose10,0,0,0,0
2022_06_10_abb08,80,spout01,sucrose05,4,2,2,0
2022_06_10_abb08,80,spout02,sucrose20,26,13,13,0
2022_06_10_abb08,80,spout03,sucrose00,2,1,1,1.4142135623730951
2022_06_10_abb08,80,spout04,sucrose30,16,8,8,11.313708498984761
2022_06_10_abb08,80,spout05,sucrose10,6,3,3,4.242640687119285
2022_06_10_abb08,90,spout01,sucrose05,7,3.5,3.5,2.1213203435596424
2022_06_10_abb08,90,spout02,sucrose20,18,9,9,5.656854249492381
2022_06_10_abb08,90,spout03,sucrose00,0,0,0,0
2022_06_10_abb08,90,spout04,sucrose30,0,0,0,0
2022_06_10_abb08,90,spout05,sucrose10,0,0,0,0
