blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_10_abb01,0,95,9.5,6,9.240610850419408
2022_05_10_abb01,10,109,10.9,9,7.79529772790409
2022_05_10_abb01,20,107,10.7,12,8.124722217473721
2022_05_10_abb01,30,117,11.7,11.5,9.672986439909169
2022_05_10_abb01,40,129,12.9,16,8.582281488948935
2022_05_10_abb01,50,94,9.4,7,8.342661445845684
2022_05_10_abb01,60,89,8.9,5,9.024041962077378
2022_05_10_abb01,70,98,9.8,11,8.230026326405849
2022_05_10_abb01,80,100,10,9.5,7.512951779723097
2022_05_10_abb01,90,78,7.8,4,8.21651453544087
