blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb05,0,177,17.7,18,3.3349995835415367
2022_04_18_abb05,10,177,17.7,20,5.271516754112509
2022_04_18_abb05,20,152,15.2,16.5,5.959119994689746
2022_04_18_abb05,30,128,12.8,10,6.160808027812225
2022_04_18_abb05,40,108,10.8,9,6.511528238439882
2022_04_18_abb05,50,104,10.4,6.5,7.306009702825324
2022_04_18_abb05,60,99,9.9,10,5.606543795720616
2022_04_18_abb05,70,92,9.2,8.5,5.072803301265814
2022_04_18_abb05,80,71,7.1,5,5.195083145522205
2022_04_18_abb05,90,24,2.4,1,3.470510689285432
