blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_24_abb08,0,spout01,sucrose30,40,20,20,0
2022_05_24_abb08,0,spout02,sucrose10,40,20,20,0
2022_05_24_abb08,0,spout03,sucrose20,42,21,21,1.4142135623730951
2022_05_24_abb08,0,spout04,sucrose00,44,22,22,1.4142135623730951
2022_05_24_abb08,0,spout05,sucrose05,43,21.5,21.5,0.7071067811865476
2022_05_24_abb08,10,spout01,sucrose30,43,21.5,21.5,0.7071067811865476
2022_05_24_abb08,10,spout02,sucrose10,40,20,20,2.8284271247461903
2022_05_24_abb08,10,spout03,sucrose20,43,21.5,21.5,0.7071067811865476
2022_05_24_abb08,10,spout04,sucrose00,42,21,21,1.4142135623730951
2022_05_24_abb08,10,spout05,sucrose05,45,22.5,22.5,0.7071067811865476
2022_05_24_abb08,20,spout01,sucrose30,41,20.5,20.5,0.7071067811865476
2022_05_24_abb08,20,spout02,sucrose10,36,18,18,1.4142135623730951
2022_05_24_abb08,20,spout03,sucrose20,41,20.5,20.5,2.1213203435596424
2022_05_24_abb08,20,spout04,sucrose00,31,15.5,15.5,6.363961030678928
2022_05_24_abb08,20,spout05,sucrose05,47,23.5,23.5,0.7071067811865476
2022_05_24_abb08,30,spout01,sucrose30,38,19,19,1.4142135623730951
2022_05_24_abb08,30,spout02,sucrose10,29,14.5,14.5,0.7071067811865476
2022_05_24_abb08,30,spout03,sucrose20,38,19,19,2.8284271247461903
2022_05_24_abb08,30,spout04,sucrose00,20,10,10,5.656854249492381
2022_05_24_abb08,30,spout05,sucrose05,42,21,21,2.8284271247461903
2022_05_24_abb08,40,spout01,sucrose30,32,16,16,4.242640687119285
2022_05_24_abb08,40,spout02,sucrose10,14,7,7,0
2022_05_24_abb08,40,spout03,sucrose20,27,13.5,13.5,3.5355339059327378
2022_05_24_abb08,40,spout04,sucrose00,13,6.5,6.5,0.7071067811865476
2022_05_24_abb08,40,spout05,sucrose05,29,14.5,14.5,6.363961030678928
2022_05_24_abb08,50,spout01,sucrose30,39,19.5,19.5,0.7071067811865476
2022_05_24_abb08,50,spout02,sucrose10,23,11.5,11.5,3.5355339059327378
2022_05_24_abb08,50,spout03,sucrose20,39,19.5,19.5,0.7071067811865476
2022_05_24_abb08,50,spout04,sucrose00,16,8,8,5.656854249492381
2022_05_24_abb08,50,spout05,sucrose05,21,10.5,10.5,4.949747468305833
2022_05_24_abb08,60,spout01,sucrose30,37,18.5,18.5,2.1213203435596424
2022_05_24_abb08,60,spout02,sucrose10,20,10,10,5.656854249492381
2022_05_24_abb08,60,spout03,sucrose20,20,10,10,1.4142135623730951
2022_05_24_abb08,60,spout04,sucrose00,4,2,2,2.8284271247461903
2022_05_24_abb08,60,spout05,sucrose05,21,10.5,10.5,7.7781745930520225
2022_05_24_abb08,70,spout01,sucrose30,34,17,17,2.8284271247461903
2022_05_24_abb08,70,spout02,sucrose10,22,11,11,2.8284271247461903
2022_05_24_abb08,70,spout03,sucrose20,24,12,12,0
2022_05_24_abb08,70,spout04,sucrose00,16,8,8,5.656854249492381
2022_05_24_abb08,70,spout05,sucrose05,14,7,7,7.0710678118654755
2022_05_24_abb08,80,spout01,sucrose30,33,16.5,16.5,0.7071067811865476
2022_05_24_abb08,80,spout02,sucrose10,14,7,7,4.242640687119285
2022_05_24_abb08,80,spout03,sucrose20,24,12,12,5.656854249492381
2022_05_24_abb08,80,spout04,sucrose00,7,3.5,3.5,2.1213203435596424
2022_05_24_abb08,80,spout05,sucrose05,5,2.5,2.5,3.5355339059327378
2022_05_24_abb08,90,spout01,sucrose30,29,14.5,14.5,0.7071067811865476
2022_05_24_abb08,90,spout02,sucrose10,16,8,8,5.656854249492381
2022_05_24_abb08,90,spout03,sucrose20,21,10.5,10.5,3.5355339059327378
2022_05_24_abb08,90,spout04,sucrose00,6,3,3,1.4142135623730951
2022_05_24_abb08,90,spout05,sucrose05,5,2.5,2.5,3.5355339059327378
