blockname,event_id_char,event_ts,trial_start_ts,trial_num,spout,trial_num_tastant,event_ts_rel,experiment,cohort,date,solution,solution_type,solution_value
2022_05_24_abb12,lick_04,9265,9046,1,spout04,1,219,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,9431,9046,1,spout04,1,385,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,9558,9046,1,spout04,1,512,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,9662,9046,1,spout04,1,616,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,9914,9046,1,spout04,1,868,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10045,9046,1,spout04,1,999,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10180,9046,1,spout04,1,1134,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10312,9046,1,spout04,1,1266,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10570,9046,1,spout04,1,1524,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10702,9046,1,spout04,1,1656,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10838,9046,1,spout04,1,1792,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,10973,9046,1,spout04,1,1927,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,11112,9046,1,spout04,1,2066,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,11244,9046,1,spout04,1,2198,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,11371,9046,1,spout04,1,2325,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,11502,9046,1,spout04,1,2456,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,11634,9046,1,spout04,1,2588,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,11905,9046,1,spout04,1,2859,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,20689,20482,2,spout04,2,207,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,20822,20482,2,spout04,2,340,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,20933,20482,2,spout04,2,451,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21061,20482,2,spout04,2,579,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21200,20482,2,spout04,2,718,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21316,20482,2,spout04,2,834,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21451,20482,2,spout04,2,969,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21582,20482,2,spout04,2,1100,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21714,20482,2,spout04,2,1232,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,21977,20482,2,spout04,2,1495,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,22240,20482,2,spout04,2,1758,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,22364,20482,2,spout04,2,1882,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,22627,20482,2,spout04,2,2145,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,22769,20482,2,spout04,2,2287,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,22900,20482,2,spout04,2,2418,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,23036,20482,2,spout04,2,2554,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,23179,20482,2,spout04,2,2697,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_04,23322,20482,2,spout04,2,2840,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,lick_02,32319,32021,3,spout02,1,298,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,32450,32021,3,spout02,1,429,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,32555,32021,3,spout02,1,534,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,32678,32021,3,spout02,1,657,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,32805,32021,3,spout02,1,784,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33060,32021,3,spout02,1,1039,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33192,32021,3,spout02,1,1171,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33316,32021,3,spout02,1,1295,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33571,32021,3,spout02,1,1550,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33715,32021,3,spout02,1,1694,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33830,32021,3,spout02,1,1809,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,33954,32021,3,spout02,1,1933,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,34216,32021,3,spout02,1,2195,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,34480,32021,3,spout02,1,2459,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,34619,32021,3,spout02,1,2598,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_02,34878,32021,3,spout02,1,2857,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,lick_03,43708,43498,4,spout03,1,210,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,43840,43498,4,spout03,1,342,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,43953,43498,4,spout03,1,455,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,44087,43498,4,spout03,1,589,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,44215,43498,4,spout03,1,717,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,44342,43498,4,spout03,1,844,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,44482,43498,4,spout03,1,984,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,lick_03,44616,43498,4,spout03,1,1118,abb,2,5/24/2022,sucrose20,sucrose,20
