blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_02_abb04,0,184,18.4,18.5,3.40587727318528
2022_05_02_abb04,10,173,17.3,17,4.667856991049414
2022_05_02_abb04,20,194,19.4,20.5,2.836272984824353
2022_05_02_abb04,30,198,19.8,19,3.457680661303984
2022_05_02_abb04,40,164,16.4,17,5.521674464226308
2022_05_02_abb04,50,110,11,13,6.146362971528592
2022_05_02_abb04,60,84,8.4,8.5,5.815687596683837
2022_05_02_abb04,70,85,8.5,10,5.854722690083432
2022_05_02_abb04,80,42,4.2,2,5.692099788303083
2022_05_02_abb04,90,53,5.3,5,4.808557187163549
