blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_20_abb07,0,155,15.5,19,6.240548408949685
2022_05_20_abb07,10,117,11.7,10.5,8.138386408455508
2022_05_20_abb07,20,126,12.6,11,7.411702458499891
2022_05_20_abb07,30,127,12.7,11.5,7.10320741324337
2022_05_20_abb07,40,124,12.4,12.5,8.87192826341101
2022_05_20_abb07,50,110,11,8,7.241853660800143
2022_05_20_abb07,60,97,9.7,6.5,8.179242018671413
2022_05_20_abb07,70,18,1.8,0,4.4671641514002545
2022_05_20_abb07,80,8,0.8,0,2.5298221281347035
2022_05_20_abb07,90,11,1.1,0,2.4244128727957577
