blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_06_07_abb07,10852,1,spout02,1,23,135,2961,128.45454545454547,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,22537,2,spout01,1,21,146,2890,137.2,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,35502,3,spout02,2,22,139,2816,127.47619047619048,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,50637,4,spout05,1,22,140,2819,127.57142857142857,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,64013,5,spout03,1,25,131,2945,117.25,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,78140,6,spout05,2,22,142,2999,136.04761904761904,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,90384,7,spout04,1,23,132,2958,128.45454545454547,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,103327,8,spout01,2,22,162,2927,131.66666666666666,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,119243,9,spout03,2,25,130,2922,116.33333333333333,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,132038,10,spout04,2,21,131,2919,139.4,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,144829,11,spout02,3,20,174,2969,147.10526315789474,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,156547,12,spout01,3,22,170,2950,132.38095238095238,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,170845,13,spout05,3,15,172,2952,198.57142857142858,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,183452,14,spout05,4,20,150,2888,144.10526315789474,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,197903,15,spout01,4,16,168,2835,177.8,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,211401,16,spout04,3,16,128,2842,180.93333333333334,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,227049,17,spout02,4,17,153,2931,173.625,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,240952,18,spout03,3,18,164,2920,162.11764705882354,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,252143,19,spout03,4,22,124,2910,132.66666666666666,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,266212,20,spout04,4,17,119,2813,168.375,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,279566,21,spout03,5,21,135,2892,137.85,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,291798,22,spout01,5,21,157,2887,136.5,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,305290,23,spout03,6,20,124,2907,146.47368421052633,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,319707,24,spout02,5,16,152,2920,184.53333333333333,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,331771,25,spout01,6,17,162,2898,171,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,344396,26,spout02,6,19,181,2976,155.27777777777777,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,355680,27,spout05,5,8,101,1535,204.85714285714286,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,368493,28,spout04,5,14,120,2838,209.07692307692307,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,381162,29,spout05,6,15,186,2997,200.78571428571428,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,395887,30,spout04,6,18,124,2691,151,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,408967,31,spout05,7,13,126,2932,233.83333333333334,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,421299,32,spout04,7,15,208,2952,196,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,432773,33,spout05,8,12,185,2589,218.54545454545453,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,446245,34,spout01,7,20,146,2995,149.94736842105263,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,461365,35,spout04,8,15,120,2822,193,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,473832,36,spout01,8,18,162,2968,165.05882352941177,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,488751,37,spout02,7,18,143,2989,167.41176470588235,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,503852,38,spout03,7,15,145,2620,176.78571428571428,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,517792,39,spout03,8,19,115,2941,157,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,529875,40,spout02,8,15,137,2935,199.85714285714286,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,543258,41,spout04,9,9,275,2625,293.75,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,556334,42,spout02,9,16,145,2824,178.6,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,570877,43,spout05,9,2,271,568,297,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,586157,44,spout03,9,14,310,2798,191.3846153846154,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,597869,45,spout01,9,14,194,2872,206,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,611632,46,spout03,10,12,212,2898,244.1818181818182,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,624115,47,spout04,10,0,NA,NA,NA,0,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,639696,48,spout05,10,0,NA,NA,NA,0,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,654934,49,spout02,10,0,NA,NA,NA,0,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,669656,50,spout01,10,13,233,2977,228.66666666666666,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,682994,51,spout05,11,6,361,1697,267.2,1,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,698127,52,spout01,11,8,586,2121,219.28571428571428,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,713174,53,spout04,11,6,442,1462,204,1,abb,2,6/7/2022,sucrose10,sucrose,10
2022_06_07_abb07,728765,54,spout05,12,0,NA,NA,NA,0,abb,2,6/7/2022,sucrose00,sucrose,0
2022_06_07_abb07,742081,55,spout03,11,0,NA,NA,NA,0,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,755137,56,spout02,11,13,368,2892,210.33333333333334,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,770037,57,spout02,12,14,332,2824,191.69230769230768,1,abb,2,6/7/2022,sucrose30,sucrose,30
2022_06_07_abb07,782516,58,spout01,12,13,354,2921,213.91666666666666,1,abb,2,6/7/2022,sucrose20,sucrose,20
2022_06_07_abb07,794384,59,spout03,12,14,196,2845,203.76923076923077,1,abb,2,6/7/2022,sucrose05,sucrose,5
2022_06_07_abb07,809270,60,spout04,12,14,131,2768,202.84615384615384,1,abb,2,6/7/2022,sucrose10,sucrose,10
