blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_11_abb05,0,59,5.9,4,6.136412270663988
2022_05_11_abb05,10,50,5,2.5,6.200358412579424
2022_05_11_abb05,20,41,4.1,3,4.629614814791111
2022_05_11_abb05,30,18,1.8,1.5,1.8135294011647258
2022_05_11_abb05,40,31,3.1,3,2.5144029554194813
2022_05_11_abb05,50,54,5.4,2.5,6.29285308902091
2022_05_11_abb05,60,38,3.8,3,3.9944405810520647
2022_05_11_abb05,70,47,4.7,1.5,5.9076221950967716
2022_05_11_abb05,80,42,4.2,2.5,4.779586221049312
2022_05_11_abb05,90,35,3.5,1,4.696334267868457
