blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb11,0,116,11.6,13,10.479609831583533
2022_06_13_abb11,10,116,11.6,8.5,10.458383134011575
2022_06_13_abb11,20,112,11.2,8,10.086294331087773
2022_06_13_abb11,30,88,8.8,5,9.271221901969316
2022_06_13_abb11,40,65,6.5,2.5,8.086339647138802
2022_06_13_abb11,50,102,10.2,7,9.829660330968828
2022_06_13_abb11,60,80,8,4,8.563488385776752
2022_06_13_abb11,70,75,7.5,4.5,7.749551958375114
2022_06_13_abb11,80,28,2.8,0.5,4.917090377222873
2022_06_13_abb11,90,26,2.6,1,4.376706016578627
