blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_08_abb10,0,163,16.3,19.5,6.717307661721489
2022_06_08_abb10,10,134,13.4,14,7.306009702825324
2022_06_08_abb10,20,112,11.2,9,7.465476095557023
2022_06_08_abb10,30,108,10.8,8.5,8.36394378003317
2022_06_08_abb10,40,105,10.5,9.5,7.975657409336932
2022_06_08_abb10,50,69,6.9,5,6.454111523328022
2022_06_08_abb10,60,60,6,2,7.7746025264604
2022_06_08_abb10,70,36,3.6,2,5.211099265563414
2022_06_08_abb10,80,57,5.7,3.5,5.831904586934796
2022_06_08_abb10,90,30,3,0,6.342099196813483
