blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_26_abb06,0,102,10.2,11.5,7.871185143010902
2022_04_26_abb06,10,61,6.1,2,7.723700897597961
2022_04_26_abb06,20,44,4.4,1,6.022181221672648
2022_04_26_abb06,30,32,3.2,0,5.3499740393970345
2022_04_26_abb06,40,60,6,2,7.644896627453143
2022_04_26_abb06,50,67,6.7,5.5,5.396500923952689
2022_04_26_abb06,60,42,4.2,1.5,5.573747990954262
2022_04_26_abb06,70,32,3.2,0,5.959119994689746
2022_04_26_abb06,80,63,6.3,5,5.696977756280567
2022_04_26_abb06,90,46,4.6,2.5,6.003702561290361
