blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb07,0,90,9,8.5,9.153020145163987
2022_06_13_abb07,10,119,11.9,10,9.631545393480044
2022_06_13_abb07,20,106,10.6,7,10.479609831583533
2022_06_13_abb07,30,77,7.7,2.5,10.133004380625609
2022_06_13_abb07,40,77,7.7,1.5,9.843779761859771
2022_06_13_abb07,50,90,9,2,10.540925533894598
2022_06_13_abb07,60,89,8.9,3,10.514011814927947
2022_06_13_abb07,70,84,8.4,3,10.426462061078587
2022_06_13_abb07,80,93,9.3,3.5,9.90005611656374
2022_06_13_abb07,90,114,11.4,7,11.500724614852174
