blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_03_abb06,0,57,5.7,3,6.23698645180507
2022_05_03_abb06,10,15,1.5,0,4.743416490252569
2022_05_03_abb06,20,31,3.1,0,5.342700108039422
2022_05_03_abb06,30,22,2.2,0,3.852848873813304
2022_05_03_abb06,40,8,0.8,0,1.6865480854231356
2022_05_03_abb06,50,21,2.1,0,3.956710193526379
2022_05_03_abb06,60,38,3.8,1.5,5.28730134903956
2022_05_03_abb06,70,47,4.7,2.5,6.447221623821123
2022_05_03_abb06,80,31,3.1,2,4.433458644845529
2022_05_03_abb06,90,6,0.6,0,1.2649110640673518
