blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_08_abb09,0,219,21.9,23,1.8529256146249728
2022_06_08_abb09,10,222,22.2,21.5,1.8737959096740262
2022_06_08_abb09,20,212,21.2,22,3.3928028399998595
2022_06_08_abb09,30,147,14.7,15,6.992853494818835
2022_06_08_abb09,40,141,14.1,17.5,7.156193898373011
2022_06_08_abb09,50,126,12.6,14.5,8.82169044017201
2022_06_08_abb09,60,71,7.1,2,8.582281488948935
2022_06_08_abb09,70,89,8.9,8.5,7.823753006780768
2022_06_08_abb09,80,55,5.5,1.5,7.7781745930520225
2022_06_08_abb09,90,42,4.2,0,6.44291169511977
