blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_27_abb03,0,200,20,20,1.0540925533894598
2022_04_27_abb03,10,209,20.9,21,1.1972189997378648
2022_04_27_abb03,20,191,19.1,19,3.1780497164141406
2022_04_27_abb03,30,152,15.2,15.5,3.4896672875473067
2022_04_27_abb03,40,98,9.8,10,3.852848873813304
2022_04_27_abb03,50,70,7,8,5.0990195135927845
2022_04_27_abb03,60,54,5.4,3,5.92921205182911
2022_04_27_abb03,70,52,5.2,1.5,6.613118276073197
2022_04_27_abb03,80,38,3.8,0,5.750362307426087
2022_04_27_abb03,90,35,3.5,1.5,4.576510072581994
