blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_30_abb12,0,192,19.2,21,4.237399621885521
2022_05_30_abb12,10,160,16,18.5,6.306962642808167
2022_05_30_abb12,20,137,13.7,15,6.799509786251751
2022_05_30_abb12,30,125,12.5,13,6.50213640104372
2022_05_30_abb12,40,119,11.9,12.5,7.636898730651221
2022_05_30_abb12,50,131,13.1,16.5,8.46496045800307
2022_05_30_abb12,60,97,9.7,8,5.963779562212764
2022_05_30_abb12,70,108,10.8,10.5,8.038794823990859
2022_05_30_abb12,80,70,7,4,7.745966692414834
2022_05_30_abb12,90,75,7.5,3,8.409650541028576
