blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_14_abb05,0,spout01,sucrose00,12,6,6,8.48528137423857
2022_04_14_abb05,0,spout02,sucrose05,24,12,12,8.48528137423857
2022_04_14_abb05,0,spout03,sucrose10,23,11.5,11.5,10.606601717798213
2022_04_14_abb05,0,spout04,sucrose20,41,20.5,20.5,0.7071067811865476
2022_04_14_abb05,0,spout05,sucrose30,34,17,17,2.8284271247461903
2022_04_14_abb05,10,spout01,sucrose00,19,9.5,9.5,10.606601717798213
2022_04_14_abb05,10,spout02,sucrose05,30,15,15,4.242640687119285
2022_04_14_abb05,10,spout03,sucrose10,29,14.5,14.5,0.7071067811865476
2022_04_14_abb05,10,spout04,sucrose20,26,13,13,1.4142135623730951
2022_04_14_abb05,10,spout05,sucrose30,17,8.5,8.5,0.7071067811865476
2022_04_14_abb05,20,spout01,sucrose00,21,10.5,10.5,4.949747468305833
2022_04_14_abb05,20,spout02,sucrose05,17,8.5,8.5,7.7781745930520225
2022_04_14_abb05,20,spout03,sucrose10,24,12,12,5.656854249492381
2022_04_14_abb05,20,spout04,sucrose20,28,14,14,1.4142135623730951
2022_04_14_abb05,20,spout05,sucrose30,34,17,17,4.242640687119285
2022_04_14_abb05,30,spout01,sucrose00,27,13.5,13.5,0.7071067811865476
2022_04_14_abb05,30,spout02,sucrose05,30,15,15,2.8284271247461903
2022_04_14_abb05,30,spout03,sucrose10,19,9.5,9.5,3.5355339059327378
2022_04_14_abb05,30,spout04,sucrose20,19,9.5,9.5,9.192388155425117
2022_04_14_abb05,30,spout05,sucrose30,19,9.5,9.5,6.363961030678928
2022_04_14_abb05,40,spout01,sucrose00,22,11,11,1.4142135623730951
2022_04_14_abb05,40,spout02,sucrose05,18,9,9,2.8284271247461903
2022_04_14_abb05,40,spout03,sucrose10,13,6.5,6.5,6.363961030678928
2022_04_14_abb05,40,spout04,sucrose20,22,11,11,1.4142135623730951
2022_04_14_abb05,40,spout05,sucrose30,23,11.5,11.5,0.7071067811865476
2022_04_14_abb05,50,spout01,sucrose00,12,6,6,0
2022_04_14_abb05,50,spout02,sucrose05,17,8.5,8.5,2.1213203435596424
2022_04_14_abb05,50,spout03,sucrose10,20,10,10,4.242640687119285
2022_04_14_abb05,50,spout04,sucrose20,14,7,7,9.899494936611665
2022_04_14_abb05,50,spout05,sucrose30,15,7.5,7.5,10.606601717798213
2022_04_14_abb05,60,spout01,sucrose00,8,4,4,4.242640687119285
2022_04_14_abb05,60,spout02,sucrose05,11,5.5,5.5,2.1213203435596424
2022_04_14_abb05,60,spout03,sucrose10,17,8.5,8.5,0.7071067811865476
2022_04_14_abb05,60,spout04,sucrose20,25,12.5,12.5,4.949747468305833
2022_04_14_abb05,60,spout05,sucrose30,20,10,10,2.8284271247461903
2022_04_14_abb05,70,spout01,sucrose00,6,3,3,4.242640687119285
2022_04_14_abb05,70,spout02,sucrose05,11,5.5,5.5,0.7071067811865476
2022_04_14_abb05,70,spout03,sucrose10,12,6,6,2.8284271247461903
2022_04_14_abb05,70,spout04,sucrose20,10,5,5,7.0710678118654755
2022_04_14_abb05,70,spout05,sucrose30,15,7.5,7.5,0.7071067811865476
2022_04_14_abb05,80,spout01,sucrose00,5,2.5,2.5,3.5355339059327378
2022_04_14_abb05,80,spout02,sucrose05,14,7,7,0
2022_04_14_abb05,80,spout03,sucrose10,1,0.5,0.5,0.7071067811865476
2022_04_14_abb05,80,spout04,sucrose20,9,4.5,4.5,6.363961030678928
2022_04_14_abb05,80,spout05,sucrose30,9,4.5,4.5,2.1213203435596424
2022_04_14_abb05,90,spout01,sucrose00,9,4.5,4.5,3.5355339059327378
2022_04_14_abb05,90,spout02,sucrose05,7,3.5,3.5,4.949747468305833
2022_04_14_abb05,90,spout03,sucrose10,1,0.5,0.5,0.7071067811865476
2022_04_14_abb05,90,spout04,sucrose20,18,9,9,0
2022_04_14_abb05,90,spout05,sucrose30,6,3,3,1.4142135623730951
