blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_17_abb10,0,125,12.5,15,6.7700320038633
2022_06_17_abb10,10,114,11.4,15,7.56012933457858
2022_06_17_abb10,20,117,11.7,15.5,8.000694414306242
2022_06_17_abb10,30,112,11.2,12.5,7.598245411496876
2022_06_17_abb10,40,109,10.9,13,7.823753006780768
2022_06_17_abb10,50,106,10.6,13.5,8.248905651323966
2022_06_17_abb10,60,99,9.9,11.5,8.211780156174015
2022_06_17_abb10,70,108,10.8,14,8.024961059095553
2022_06_17_abb10,80,101,10.1,12.5,7.823753006780768
2022_06_17_abb10,90,96,9.6,11.5,7.6623176070371235
