blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_17_abb09,0,81,8.1,8.5,6.41958807955083
2022_06_17_abb09,10,78,7.8,8.5,6.321040701937898
2022_06_17_abb09,20,65,6.5,2.5,6.851601597031489
2022_06_17_abb09,30,73,7.3,8,7.0561242115547325
2022_06_17_abb09,40,71,7.1,5.5,7.400450436741447
2022_06_17_abb09,50,71,7.1,5.5,7.233410137841088
2022_06_17_abb09,60,66,6.6,3,7.805980613179444
2022_06_17_abb09,70,58,5.8,2.5,6.892830413633511
2022_06_17_abb09,80,44,4.4,0.5,7.0898989179442236
2022_06_17_abb09,90,58,5.8,2,6.860515043833566
