blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_31_abb12,0,106,10.6,11.5,8.566082989195108
2022_05_31_abb12,10,157,15.7,18,7.0087247215326
2022_05_31_abb12,20,129,12.9,11,7.415449338299662
2022_05_31_abb12,30,126,12.6,12,6.221825384170718
2022_05_31_abb12,40,84,8.4,6,6.022181221672648
2022_05_31_abb12,50,88,8.8,4.5,6.81175454637056
2022_05_31_abb12,60,96,9.6,8,6.88315173287483
2022_05_31_abb12,70,75,7.5,4,6.150880695748645
2022_05_31_abb12,80,71,7.1,4.5,6.172519744804386
2022_05_31_abb12,90,76,7.6,4.5,5.561774297230456
