blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb07,0,spout01,sucrose00,24,12,12,1.4142135623730951
2022_05_19_abb07,0,spout02,sucrose05,22,11,11,9.899494936611665
2022_05_19_abb07,0,spout03,sucrose10,32,16,16,2.8284271247461903
2022_05_19_abb07,0,spout04,sucrose20,19,9.5,9.5,13.435028842544403
2022_05_19_abb07,0,spout05,sucrose30,40,20,20,1.4142135623730951
2022_05_19_abb07,10,spout01,sucrose00,9,4.5,4.5,3.5355339059327378
2022_05_19_abb07,10,spout02,sucrose05,21,10.5,10.5,3.5355339059327378
2022_05_19_abb07,10,spout03,sucrose10,20,10,10,7.0710678118654755
2022_05_19_abb07,10,spout04,sucrose20,36,18,18,4.242640687119285
2022_05_19_abb07,10,spout05,sucrose30,40,20,20,1.4142135623730951
2022_05_19_abb07,20,spout01,sucrose00,8,4,4,4.242640687119285
2022_05_19_abb07,20,spout02,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_19_abb07,20,spout03,sucrose10,26,13,13,2.8284271247461903
2022_05_19_abb07,20,spout04,sucrose20,20,10,10,1.4142135623730951
2022_05_19_abb07,20,spout05,sucrose30,38,19,19,1.4142135623730951
2022_05_19_abb07,30,spout01,sucrose00,7,3.5,3.5,2.1213203435596424
2022_05_19_abb07,30,spout02,sucrose05,12,6,6,0
2022_05_19_abb07,30,spout03,sucrose10,22,11,11,2.8284271247461903
2022_05_19_abb07,30,spout04,sucrose20,35,17.5,17.5,7.7781745930520225
2022_05_19_abb07,30,spout05,sucrose30,8,4,4,5.656854249492381
2022_05_19_abb07,40,spout01,sucrose00,15,7.5,7.5,0.7071067811865476
2022_05_19_abb07,40,spout02,sucrose05,7,3.5,3.5,2.1213203435596424
2022_05_19_abb07,40,spout03,sucrose10,26,13,13,7.0710678118654755
2022_05_19_abb07,40,spout04,sucrose20,40,20,20,2.8284271247461903
2022_05_19_abb07,40,spout05,sucrose30,35,17.5,17.5,0.7071067811865476
2022_05_19_abb07,50,spout01,sucrose00,15,7.5,7.5,6.363961030678928
2022_05_19_abb07,50,spout02,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_19_abb07,50,spout03,sucrose10,14,7,7,1.4142135623730951
2022_05_19_abb07,50,spout04,sucrose20,29,14.5,14.5,3.5355339059327378
2022_05_19_abb07,50,spout05,sucrose30,42,21,21,0
2022_05_19_abb07,60,spout01,sucrose00,0,0,0,0
2022_05_19_abb07,60,spout02,sucrose05,5,2.5,2.5,2.1213203435596424
2022_05_19_abb07,60,spout03,sucrose10,10,5,5,1.4142135623730951
2022_05_19_abb07,60,spout04,sucrose20,9,4.5,4.5,4.949747468305833
2022_05_19_abb07,60,spout05,sucrose30,23,11.5,11.5,7.7781745930520225
2022_05_19_abb07,70,spout01,sucrose00,9,4.5,4.5,3.5355339059327378
2022_05_19_abb07,70,spout02,sucrose05,4,2,2,0
2022_05_19_abb07,70,spout03,sucrose10,4,2,2,0
2022_05_19_abb07,70,spout04,sucrose20,14,7,7,0
2022_05_19_abb07,70,spout05,sucrose30,22,11,11,8.48528137423857
2022_05_19_abb07,80,spout01,sucrose00,5,2.5,2.5,0.7071067811865476
2022_05_19_abb07,80,spout02,sucrose05,4,2,2,2.8284271247461903
2022_05_19_abb07,80,spout03,sucrose10,2,1,1,0
2022_05_19_abb07,80,spout04,sucrose20,14,7,7,2.8284271247461903
2022_05_19_abb07,80,spout05,sucrose30,13,6.5,6.5,9.192388155425117
2022_05_19_abb07,90,spout01,sucrose00,2,1,1,0
2022_05_19_abb07,90,spout02,sucrose05,2,1,1,1.4142135623730951
2022_05_19_abb07,90,spout03,sucrose10,5,2.5,2.5,0.7071067811865476
2022_05_19_abb07,90,spout04,sucrose20,11,5.5,5.5,0.7071067811865476
2022_05_19_abb07,90,spout05,sucrose30,1,0.5,0.5,0.7071067811865476
