blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_31_abb10,0,174,17.4,20,6.131883886702357
2022_05_31_abb10,10,147,14.7,18,6.566751268490548
2022_05_31_abb10,20,113,11.3,9.5,6.498717822257967
2022_05_31_abb10,30,91,9.1,9,5.626327003965869
2022_05_31_abb10,40,96,9.6,6,6.149977416399366
2022_05_31_abb10,50,65,6.5,6.5,3.24037034920393
2022_05_31_abb10,60,72,7.2,7,4.442221666388715
2022_05_31_abb10,70,56,5.6,3,6.022181221672648
2022_05_31_abb10,80,45,4.5,4,4.352521619066865
2022_05_31_abb10,90,43,4.3,3,4.547282460742655
