blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_11_abb01,0,45,4.5,1,7.706418681131261
2022_05_11_abb01,10,44,4.4,1,7.136759301905405
2022_05_11_abb01,20,87,8.7,4,8.124722217473721
2022_05_11_abb01,30,111,11.1,15,8.46496045800307
2022_05_11_abb01,40,87,8.7,7,7.409453421137082
2022_05_11_abb01,50,96,9.6,9.5,8.194849330863597
2022_05_11_abb01,60,109,10.9,14,8.102811583367563
2022_05_11_abb01,70,92,9.2,7.5,8.702490065109718
2022_05_11_abb01,80,79,7.9,7.5,6.9992063042097055
2022_05_11_abb01,90,85,8.5,7.5,7.245688373094719
