blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb01,0,86,8.6,8.5,7.919034733546198
2022_04_18_abb01,10,90,9,7,7.3484692283495345
2022_04_18_abb01,20,59,5.9,4,7.593125545883958
2022_04_18_abb01,30,66,6.6,5.5,6.186005711819758
2022_04_18_abb01,40,56,5.6,3.5,6.619835513230085
2022_04_18_abb01,50,39,3.9,2.5,5.152130088074683
2022_04_18_abb01,60,73,7.3,3.5,7.36432843736164
2022_04_18_abb01,70,33,3.3,0,6.1472667819844045
2022_04_18_abb01,80,56,5.6,4,5.621387729022079
2022_04_18_abb01,90,18,1.8,0.5,3.3928028399998595
