blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_24_abb07,0,159,15.9,21,7.489993324429602
2022_05_24_abb07,10,144,14.4,18.5,8.474799243771042
2022_05_24_abb07,20,118,11.8,7,8.162243700247023
2022_05_24_abb07,30,96,9.6,7,7.48628375393589
2022_05_24_abb07,40,50,5,3,5.033222956847166
2022_05_24_abb07,50,58,5.8,3,6.0332412515993425
2022_05_24_abb07,60,58,5.8,3,6.713171133426189
2022_05_24_abb07,70,28,2.8,0,5.88406511029766
2022_05_24_abb07,80,34,3.4,0,4.742245131674331
2022_05_24_abb07,90,15,1.5,0,4.743416490252569
