blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_16_abb11,0,111,11.1,10.5,5.586690532964137
2022_06_16_abb11,10,95,9.5,6.5,6.096447052723961
2022_06_16_abb11,20,98,9.8,6.5,7.539525478731698
2022_06_16_abb11,30,105,10.5,10.5,7.806692285753579
2022_06_16_abb11,40,107,10.7,11.5,6.634087059355727
2022_06_16_abb11,50,86,8.6,5.5,7.7631608682718065
2022_06_16_abb11,60,88,8.8,8.5,6.679986693266852
2022_06_16_abb11,70,89,8.9,7.5,7.400450436741447
2022_06_16_abb11,80,109,10.9,12,8.478076301719499
2022_06_16_abb11,90,100,10,10,8.51143022320247
