blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb08,0,189,18.9,20.5,4.863697724525606
2022_05_19_abb08,10,159,15.9,18.5,9.386160024205852
2022_05_19_abb08,20,199,19.9,23,7.680422442085389
2022_05_19_abb08,30,215,21.5,24,8.07258735887489
2022_05_19_abb08,40,204,20.4,22,3.806427312965386
2022_05_19_abb08,50,186,18.6,16.5,4.1952353926806065
2022_05_19_abb08,60,144,14.4,15,4.993328882953068
2022_05_19_abb08,70,139,13.9,12.5,4.306326095924976
2022_05_19_abb08,80,83,8.3,7,5.1650535116083525
2022_05_19_abb08,90,51,5.1,5.5,4.332051092342595
