blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_06_abb04,0,214,21.4,21.5,1.0749676997731399
2022_05_06_abb04,10,225,22.5,23,2.068278940998476
2022_05_06_abb04,20,203,20.3,20.5,3.4009802508492557
2022_05_06_abb04,30,108,10.8,12,5.788878225624643
2022_05_06_abb04,40,138,13.8,15,4.638007234913623
2022_05_06_abb04,50,64,6.4,3,7.275529763071094
2022_05_06_abb04,60,35,3.5,0,6.980130530457308
2022_05_06_abb04,70,72,7.2,3.5,7.465476095557023
2022_05_06_abb04,80,65,6.5,0,8.475454756727412
2022_05_06_abb04,90,52,5.2,1.5,6.844300142778986
