blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb06,0,50,5,4.5,4.371625682868
2022_04_18_abb06,10,109,10.9,6.5,8.646772037394456
2022_04_18_abb06,20,66,6.6,5,6.834552736727628
2022_04_18_abb06,30,42,4.2,2.5,5.329165037789691
2022_04_18_abb06,40,62,6.2,2.5,8.121302577515232
2022_04_18_abb06,50,43,4.3,2.5,6.019413038937712
2022_04_18_abb06,60,15,1.5,0,1.9578900207451218
2022_04_18_abb06,70,48,4.8,0,7.685484153042453
2022_04_18_abb06,80,36,3.6,0,6.603029607687671
2022_04_18_abb06,90,56,5.6,4,5.758086101783783
