blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_31_abb08,0,153,15.3,18,7.08754776585903
2022_05_31_abb08,10,148,14.8,19.5,8.134972512416853
2022_05_31_abb08,20,85,8.5,4,7.121953539740499
2022_05_31_abb08,30,64,6.4,3.5,6.04060335470629
2022_05_31_abb08,40,39,3.9,1.5,5.021066730398144
2022_05_31_abb08,50,56,5.6,3.5,6.186005711819758
2022_05_31_abb08,60,32,3.2,2.5,3.6147844564602556
2022_05_31_abb08,70,14,1.4,0,3.272783388968954
2022_05_31_abb08,80,13,1.3,0,3.4657049948186747
2022_05_31_abb08,90,25,2.5,0,4.196559437338057
