blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_12_abb05,0,77,7.7,7,6.976946164173676
2022_05_12_abb05,10,90,9,7.5,8.393118874676114
2022_05_12_abb05,20,93,9.3,8.5,7.409453421137082
2022_05_12_abb05,30,82,8.2,5.5,7.899367063252599
2022_05_12_abb05,40,95,9.5,9.5,7.137537701787952
2022_05_12_abb05,50,96,9.6,11.5,6.703233050799691
2022_05_12_abb05,60,88,8.8,10,7.420691791650336
2022_05_12_abb05,70,87,8.7,10.5,6.290204024248075
2022_05_12_abb05,80,85,8.5,8,7.05927286151579
2022_05_12_abb05,90,65,6.5,2,7.575545451575675
