blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_25_abb10,0,spout01,sucrose20,43,21.5,21.5,0.7071067811865476
2022_05_25_abb10,0,spout02,sucrose30,41,20.5,20.5,0.7071067811865476
2022_05_25_abb10,0,spout03,sucrose05,42,21,21,1.4142135623730951
2022_05_25_abb10,0,spout04,sucrose10,44,22,22,0
2022_05_25_abb10,0,spout05,sucrose00,44,22,22,0
2022_05_25_abb10,10,spout01,sucrose20,45,22.5,22.5,0.7071067811865476
2022_05_25_abb10,10,spout02,sucrose30,46,23,23,0
2022_05_25_abb10,10,spout03,sucrose05,46,23,23,0
2022_05_25_abb10,10,spout04,sucrose10,46,23,23,1.4142135623730951
2022_05_25_abb10,10,spout05,sucrose00,46,23,23,0
2022_05_25_abb10,20,spout01,sucrose20,44,22,22,2.8284271247461903
2022_05_25_abb10,20,spout02,sucrose30,43,21.5,21.5,0.7071067811865476
2022_05_25_abb10,20,spout03,sucrose05,47,23.5,23.5,0.7071067811865476
2022_05_25_abb10,20,spout04,sucrose10,45,22.5,22.5,3.5355339059327378
2022_05_25_abb10,20,spout05,sucrose00,47,23.5,23.5,0.7071067811865476
2022_05_25_abb10,30,spout01,sucrose20,46,23,23,1.4142135623730951
2022_05_25_abb10,30,spout02,sucrose30,46,23,23,0
2022_05_25_abb10,30,spout03,sucrose05,43,21.5,21.5,0.7071067811865476
2022_05_25_abb10,30,spout04,sucrose10,41,20.5,20.5,0.7071067811865476
2022_05_25_abb10,30,spout05,sucrose00,46,23,23,0
2022_05_25_abb10,40,spout01,sucrose20,44,22,22,2.8284271247461903
2022_05_25_abb10,40,spout02,sucrose30,44,22,22,1.4142135623730951
2022_05_25_abb10,40,spout03,sucrose05,46,23,23,2.8284271247461903
2022_05_25_abb10,40,spout04,sucrose10,46,23,23,1.4142135623730951
2022_05_25_abb10,40,spout05,sucrose00,48,24,24,0
2022_05_25_abb10,50,spout01,sucrose20,30,15,15,1.4142135623730951
2022_05_25_abb10,50,spout02,sucrose30,34,17,17,1.4142135623730951
2022_05_25_abb10,50,spout03,sucrose05,22,11,11,4.242640687119285
2022_05_25_abb10,50,spout04,sucrose10,31,15.5,15.5,3.5355339059327378
2022_05_25_abb10,50,spout05,sucrose00,44,22,22,2.8284271247461903
2022_05_25_abb10,60,spout01,sucrose20,10,5,5,2.8284271247461903
2022_05_25_abb10,60,spout02,sucrose30,28,14,14,1.4142135623730951
2022_05_25_abb10,60,spout03,sucrose05,15,7.5,7.5,10.606601717798213
2022_05_25_abb10,60,spout04,sucrose10,19,9.5,9.5,6.363961030678928
2022_05_25_abb10,60,spout05,sucrose00,6,3,3,4.242640687119285
2022_05_25_abb10,70,spout01,sucrose20,26,13,13,1.4142135623730951
2022_05_25_abb10,70,spout02,sucrose30,28,14,14,1.4142135623730951
2022_05_25_abb10,70,spout03,sucrose05,28,14,14,0
2022_05_25_abb10,70,spout04,sucrose10,17,8.5,8.5,3.5355339059327378
2022_05_25_abb10,70,spout05,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_25_abb10,80,spout01,sucrose20,15,7.5,7.5,9.192388155425117
2022_05_25_abb10,80,spout02,sucrose30,27,13.5,13.5,2.1213203435596424
2022_05_25_abb10,80,spout03,sucrose05,9,4.5,4.5,0.7071067811865476
2022_05_25_abb10,80,spout04,sucrose10,9,4.5,4.5,6.363961030678928
2022_05_25_abb10,80,spout05,sucrose00,12,6,6,4.242640687119285
2022_05_25_abb10,90,spout01,sucrose20,0,0,0,0
2022_05_25_abb10,90,spout02,sucrose30,26,13,13,1.4142135623730951
2022_05_25_abb10,90,spout03,sucrose05,14,7,7,9.899494936611665
2022_05_25_abb10,90,spout04,sucrose10,0,0,0,0
2022_05_25_abb10,90,spout05,sucrose00,22,11,11,15.556349186104045
