blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_15_abb08,0,135,13.5,18.5,8.834905520465714
2022_06_15_abb08,10,93,9.3,3.5,9.809858986414296
2022_06_15_abb08,20,103,10.3,9,8.718435129718584
2022_06_15_abb08,30,51,5.1,1,8.698020208964541
2022_06_15_abb08,40,48,4.8,1,8.469553313683864
2022_06_15_abb08,50,46,4.6,0.5,8.921883209278185
2022_06_15_abb08,60,41,4.1,1,7.233410137841088
2022_06_15_abb08,70,53,5.3,1,8.667307668602875
2022_06_15_abb08,80,63,6.3,2,8.731170215574389
2022_06_15_abb08,90,47,4.7,0.5,8.628763269180325
