blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_22_abb01,0,111,11.1,12.5,5.78215646046813
2022_04_22_abb01,10,85,8.5,8.5,5.359311730271176
2022_04_22_abb01,20,74,7.4,5.5,4.526465385804788
2022_04_22_abb01,30,62,6.2,3.5,4.871686908385363
2022_04_22_abb01,40,59,5.9,4.5,4.306326095924976
2022_04_22_abb01,50,35,3.5,3,3.3747427885527643
2022_04_22_abb01,60,38,3.8,2.5,3.675746333890726
2022_04_22_abb01,70,34,3.4,2.5,3.1340424729448424
2022_04_22_abb01,80,22,2.2,1,3.011090610836324
2022_04_22_abb01,90,28,2.8,2,2.8205594401741574
