blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_10_abb05,0,102,10.2,5.5,9.795690662508466
2022_05_10_abb05,10,104,10.4,9.5,8.783823515733655
2022_05_10_abb05,20,116,11.6,12,9.73196337390925
2022_05_10_abb05,30,102,10.2,5.5,9.077444574328174
2022_05_10_abb05,40,73,7.3,1.5,9.741663102366044
2022_05_10_abb05,50,101,10.1,8.5,7.752418977325722
2022_05_10_abb05,60,60,6,1,8.51143022320247
2022_05_10_abb05,70,103,10.3,7.5,9.47569991551489
2022_05_10_abb05,80,66,6.6,1.5,8.909420731886994
2022_05_10_abb05,90,70,7,1,9.899494936611665
