blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_07_abb10,0,141,14.1,16,5.915140648276158
2022_06_07_abb10,10,103,10.3,8,7.7035345423022825
2022_06_07_abb10,20,119,11.9,13,7.202622979011034
2022_06_07_abb10,30,110,11,11,5.887840577551898
2022_06_07_abb10,40,89,8.9,6,6.454111523328022
2022_06_07_abb10,50,76,7.6,5,4.993328882953068
2022_06_07_abb10,60,91,9.1,10.5,6.190494505467412
2022_06_07_abb10,70,70,7,2.5,7.2571803523590805
2022_06_07_abb10,80,48,4.8,2,5.3499740393970345
2022_06_07_abb10,90,38,3.8,1,6.0332412515993425
