blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_20_abb05,0,189,18.9,19.5,3.6040101122068027
2022_04_20_abb05,10,173,17.3,17,2.7908580918579307
2022_04_20_abb05,20,155,15.5,16.5,4.1163630117428225
2022_04_20_abb05,30,129,12.9,13,2.960855732160327
2022_04_20_abb05,40,114,11.4,12,3.6575644598253874
2022_04_20_abb05,50,87,8.7,8.5,3.1989581637360205
2022_04_20_abb05,60,79,7.9,9.5,3.7549966711037173
2022_04_20_abb05,70,85,8.5,8.5,3.7490739597339973
2022_04_20_abb05,80,50,5,4,3.4641016151377544
2022_04_20_abb05,90,51,5.1,4.5,3.1073389830457114
