blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_15_abb01,0,96,9.6,9.5,5.015531433014408
2022_04_15_abb01,10,92,9.2,9,5.65292451352002
2022_04_15_abb01,20,87,8.7,9.5,4.620004810002306
2022_04_15_abb01,30,73,7.3,7.5,3.653004851412662
2022_04_15_abb01,40,31,3.1,2,3.5103022978402048
2022_04_15_abb01,50,54,5.4,4.5,3.7475918193480524
2022_04_15_abb01,60,48,4.8,4.5,3.675746333890726
2022_04_15_abb01,70,41,4.1,5,2.7264140062238043
2022_04_15_abb01,80,31,3.1,1.5,3.6953424138441564
2022_04_15_abb01,90,37,3.7,3.5,3.093002855909879
