blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_13_abb05,0,93,9.3,10,7.674633541739957
2022_05_13_abb05,10,85,8.5,7,6.433419688539594
2022_05_13_abb05,20,60,6,1,8.537498983243799
2022_05_13_abb05,30,74,7.4,2,8.329332372872257
2022_05_13_abb05,40,87,8.7,10,7.36432843736164
2022_05_13_abb05,50,93,9.3,11,6.8807299354388585
2022_05_13_abb05,60,89,8.9,7,8.99938269487907
2022_05_13_abb05,70,108,10.8,15.5,7.685484153042453
2022_05_13_abb05,80,90,9,10,6.944222218666553
2022_05_13_abb05,90,95,9.5,9.5,8.127456893491072
