blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_09_abb08,0,140,14,16,6
2022_06_09_abb08,10,91,9.1,6,6.789698078707183
2022_06_09_abb08,20,102,10.2,9,7.360555534589612
2022_06_09_abb08,30,85,8.5,7.5,7.291547618075786
2022_06_09_abb08,40,76,7.6,6,7.214183560490019
2022_06_09_abb08,50,50,5,3,5.312459150169742
2022_06_09_abb08,60,51,5.1,2,6.15449248742557
2022_06_09_abb08,70,28,2.8,0.5,3.794733192202055
2022_06_09_abb08,80,19,1.9,0,3.0349812373573433
2022_06_09_abb08,90,4,0.4,0,1.2649110640673518
