blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_05_19_abb07,10852,1,spout02,1,4,2616,2968,117.33333333333333,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,22537,2,spout02,2,18,221,2753,148.94117647058823,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,35502,3,spout01,1,11,303,2475,217.2,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,50637,4,spout05,1,21,211,2905,134.7,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,64013,5,spout04,1,19,430,2943,139.61111111111111,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,78140,6,spout03,1,14,265,2562,176.69230769230768,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,90384,7,spout03,2,18,223,2519,135.05882352941177,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,103327,8,spout04,2,0,NA,NA,NA,0,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,119243,9,spout05,2,19,324,2944,145.55555555555554,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,132038,10,spout01,2,13,332,2984,221,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,144829,11,spout01,3,7,288,2472,364,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,156547,12,spout05,3,21,250,2868,130.9,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,170845,13,spout02,3,8,503,1768,180.71428571428572,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,183452,14,spout04,3,21,253,2896,132.15,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,197903,15,spout02,4,13,271,2238,163.91666666666666,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,211401,16,spout03,3,5,330,879,137.25,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,227049,17,spout01,4,2,2862,2982,120,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,240952,18,spout03,4,15,295,2823,180.57142857142858,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,252143,19,spout04,4,15,368,2906,181.28571428571428,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,266212,20,spout05,4,19,243,2818,143.05555555555554,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,279566,21,spout05,5,18,231,2945,159.64705882352942,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,291798,22,spout04,5,9,515,1693,147.25,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,305290,23,spout01,5,7,257,2776,419.8333333333333,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,319707,24,spout02,5,4,2498,2854,118.66666666666667,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,331771,25,spout05,6,20,236,2875,138.89473684210526,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,344396,26,spout04,6,11,327,2399,207.2,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,355680,27,spout03,5,11,212,2535,232.3,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,368493,28,spout01,6,1,369,369,NA,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,381162,29,spout03,6,15,282,2849,183.35714285714286,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,395887,30,spout02,6,3,2083,2392,154.5,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,408967,31,spout05,7,8,2217,2990,110.42857142857143,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,421299,32,spout04,7,12,283,2093,164.54545454545453,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,432773,33,spout01,7,5,350,1799,362.25,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,446245,34,spout02,7,6,1018,2877,371.8,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,461365,35,spout03,7,9,247,1846,199.875,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,473832,36,spout03,8,13,264,2970,225.5,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,488751,37,spout02,8,6,309,1870,312.2,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,503852,38,spout01,8,2,662,840,178,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,517792,39,spout05,8,0,NA,NA,NA,0,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,529875,40,spout04,8,23,225,2890,121.13636363636364,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,543258,41,spout05,9,17,386,2955,160.5625,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,556334,42,spout01,9,8,331,2549,316.85714285714283,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,570877,43,spout03,9,18,266,2943,157.47058823529412,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,586157,44,spout01,10,7,684,2473,298.1666666666667,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,597869,45,spout02,9,2,250,377,127,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,611632,46,spout04,9,22,263,2933,127.14285714285714,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,624115,47,spout04,10,18,267,2732,145,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,639696,48,spout05,10,18,318,2898,151.76470588235293,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,654934,49,spout03,10,8,213,2660,349.57142857142856,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,669656,50,spout02,10,5,478,2696,554.5,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,682994,51,spout01,11,3,260,519,129.5,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,698127,52,spout05,11,21,236,2887,132.55,1,abb,2,5/19/2022,sucrose30,sucrose,30
2022_05_19_abb07,713174,53,spout04,11,12,278,1921,149.36363636363637,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,728765,54,spout03,11,8,242,1907,237.85714285714286,1,abb,2,5/19/2022,sucrose10,sucrose,10
2022_05_19_abb07,742081,55,spout04,12,17,156,2959,175.1875,1,abb,2,5/19/2022,sucrose20,sucrose,20
2022_05_19_abb07,755137,56,spout01,12,12,194,2995,254.63636363636363,1,abb,2,5/19/2022,sucrose00,sucrose,0
2022_05_19_abb07,770037,57,spout02,11,3,357,921,282,1,abb,2,5/19/2022,sucrose05,sucrose,5
2022_05_19_abb07,782516,58,spout05,12,21,370,2928,127.9,1,abb,2,5/19/2022,sucrose30,sucrose,30
