blockname,event_id_char,event_ts,trial_start_ts,trial_num,spout,trial_num_tastant,event_ts_rel,experiment,cohort,date,solution,solution_type,solution_value
2022_04_26_abb03,lick_04,10012,9046,1,spout04,1,966,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,10120,9046,1,spout04,1,1074,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,10178,9046,1,spout04,1,1132,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,10503,9046,1,spout04,1,1457,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,10882,9046,1,spout04,1,1836,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,11226,9046,1,spout04,1,2180,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,11578,9046,1,spout04,1,2532,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,11957,9046,1,spout04,1,2911,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick,20811,20482,2,spout01,1,329,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb03,lick,21174,20482,2,spout01,1,692,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb03,lick,21502,20482,2,spout01,1,1020,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb03,lick,21851,20482,2,spout01,1,1369,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb03,lick_02,32664,32021,3,spout02,1,643,abb,1,4/26/2022,sucrose10,sucrose,10
2022_04_26_abb03,lick_05,56998,56591,5,spout05,1,407,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,57351,56591,5,spout05,1,760,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,57660,56591,5,spout05,1,1069,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,57969,56591,5,spout05,1,1378,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,58259,56591,5,spout05,1,1668,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,58557,56591,5,spout05,1,1966,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,58997,56591,5,spout05,1,2406,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,59465,56591,5,spout05,1,2874,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_03,69835,69446,6,spout03,1,389,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,69944,69446,6,spout03,1,498,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,70388,69446,6,spout03,1,942,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,70554,69446,6,spout03,1,1108,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,70915,69446,6,spout03,1,1469,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,71243,69446,6,spout03,1,1797,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,71568,69446,6,spout03,1,2122,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_03,72264,69446,6,spout03,1,2818,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb03,lick_05,84420,84146,7,spout05,2,274,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,84706,84146,7,spout05,2,560,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,85036,84146,7,spout05,2,890,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,85341,84146,7,spout05,2,1195,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,85654,84146,7,spout05,2,1508,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,86145,84146,7,spout05,2,1999,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,86454,84146,7,spout05,2,2308,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,86612,84146,7,spout05,2,2466,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_05,86964,84146,7,spout05,2,2818,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb03,lick_04,96642,96211,8,spout04,2,431,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,96823,96211,8,spout04,2,612,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,97024,96211,8,spout04,2,813,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,97186,96211,8,spout04,2,975,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,97352,96211,8,spout04,2,1141,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,97658,96211,8,spout04,2,1447,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,98025,96211,8,spout04,2,1814,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,98319,96211,8,spout04,2,2108,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,98454,96211,8,spout04,2,2243,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb03,lick_04,98628,96211,8,spout04,2,2417,abb,1,4/26/2022,sucrose00,sucrose,0
