blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_26_abb05,0,157,15.7,15.5,6.325433669805661
2022_04_26_abb05,10,138,13.8,14.5,3.73571352696584
2022_04_26_abb05,20,110,11,13,4.268749491621899
2022_04_26_abb05,30,105,10.5,9.5,3.100179206289712
2022_04_26_abb05,40,75,7.5,5.5,5.986094998689324
2022_04_26_abb05,50,79,7.9,10,4.175324338699131
2022_04_26_abb05,60,52,5.2,4,4.4671641514002545
2022_04_26_abb05,70,69,6.9,9,3.8715486421958962
2022_04_26_abb05,80,49,4.9,3.5,3.5418137224371984
2022_04_26_abb05,90,32,3.2,3,2.440400695696417
