blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_03_abb01,0,183,18.3,18.5,1.4944341180973264
2022_05_03_abb01,10,173,17.3,17,2.0027758514399734
2022_05_03_abb01,20,152,15.2,15.5,3.0477678535099897
2022_05_03_abb01,30,125,12.5,13.5,4.089281382128433
2022_05_03_abb01,40,111,11.1,13.5,4.701063709417263
2022_05_03_abb01,50,86,8.6,10,5.146735750831676
2022_05_03_abb01,60,85,8.5,10.5,5.275730597114805
2022_05_03_abb01,70,44,4.4,4,4.4522154285504
2022_05_03_abb01,80,70,7,7,5.57773351022717
2022_05_03_abb01,90,26,2.6,1,3.6575644598253874
