blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_04_abb01,0,spout01,sucrose30,38,19,19,1.4142135623730951
2022_05_04_abb01,0,spout02,sucrose10,38,19,19,1.4142135623730951
2022_05_04_abb01,0,spout03,sucrose20,40,20,20,0
2022_05_04_abb01,0,spout04,sucrose00,38,19,19,0
2022_05_04_abb01,0,spout05,sucrose05,36,18,18,1.4142135623730951
2022_05_04_abb01,10,spout01,sucrose30,39,19.5,19.5,0.7071067811865476
2022_05_04_abb01,10,spout02,sucrose10,37,18.5,18.5,0.7071067811865476
2022_05_04_abb01,10,spout03,sucrose20,32,16,16,0
2022_05_04_abb01,10,spout04,sucrose00,38,19,19,0
2022_05_04_abb01,10,spout05,sucrose05,39,19.5,19.5,0.7071067811865476
2022_05_04_abb01,20,spout01,sucrose30,39,19.5,19.5,0.7071067811865476
2022_05_04_abb01,20,spout02,sucrose10,28,14,14,4.242640687119285
2022_05_04_abb01,20,spout03,sucrose20,30,15,15,0
2022_05_04_abb01,20,spout04,sucrose00,36,18,18,2.8284271247461903
2022_05_04_abb01,20,spout05,sucrose05,39,19.5,19.5,0.7071067811865476
2022_05_04_abb01,30,spout01,sucrose30,32,16,16,1.4142135623730951
2022_05_04_abb01,30,spout02,sucrose10,16,8,8,5.656854249492381
2022_05_04_abb01,30,spout03,sucrose20,19,9.5,9.5,2.1213203435596424
2022_05_04_abb01,30,spout04,sucrose00,20,10,10,1.4142135623730951
2022_05_04_abb01,30,spout05,sucrose05,30,15,15,4.242640687119285
2022_05_04_abb01,40,spout01,sucrose30,26,13,13,1.4142135623730951
2022_05_04_abb01,40,spout02,sucrose10,19,9.5,9.5,0.7071067811865476
2022_05_04_abb01,40,spout03,sucrose20,18,9,9,0
2022_05_04_abb01,40,spout04,sucrose00,18,9,9,1.4142135623730951
2022_05_04_abb01,40,spout05,sucrose05,27,13.5,13.5,7.7781745930520225
2022_05_04_abb01,50,spout01,sucrose30,22,11,11,1.4142135623730951
2022_05_04_abb01,50,spout02,sucrose10,10,5,5,7.0710678118654755
2022_05_04_abb01,50,spout03,sucrose20,15,7.5,7.5,0.7071067811865476
2022_05_04_abb01,50,spout04,sucrose00,18,9,9,4.242640687119285
2022_05_04_abb01,50,spout05,sucrose05,17,8.5,8.5,0.7071067811865476
2022_05_04_abb01,60,spout01,sucrose30,30,15,15,1.4142135623730951
2022_05_04_abb01,60,spout02,sucrose10,16,8,8,7.0710678118654755
2022_05_04_abb01,60,spout03,sucrose20,15,7.5,7.5,4.949747468305833
2022_05_04_abb01,60,spout04,sucrose00,18,9,9,1.4142135623730951
2022_05_04_abb01,60,spout05,sucrose05,27,13.5,13.5,4.949747468305833
2022_05_04_abb01,70,spout01,sucrose30,18,9,9,2.8284271247461903
2022_05_04_abb01,70,spout02,sucrose10,10,5,5,7.0710678118654755
2022_05_04_abb01,70,spout03,sucrose20,20,10,10,2.8284271247461903
2022_05_04_abb01,70,spout04,sucrose00,6,3,3,1.4142135623730951
2022_05_04_abb01,70,spout05,sucrose05,19,9.5,9.5,4.949747468305833
2022_05_04_abb01,80,spout01,sucrose30,11,5.5,5.5,7.7781745930520225
2022_05_04_abb01,80,spout02,sucrose10,19,9.5,9.5,3.5355339059327378
2022_05_04_abb01,80,spout03,sucrose20,15,7.5,7.5,0.7071067811865476
2022_05_04_abb01,80,spout04,sucrose00,10,5,5,0
2022_05_04_abb01,80,spout05,sucrose05,16,8,8,11.313708498984761
2022_05_04_abb01,90,spout01,sucrose30,21,10.5,10.5,2.1213203435596424
2022_05_04_abb01,90,spout02,sucrose10,0,0,0,0
2022_05_04_abb01,90,spout03,sucrose20,10,5,5,7.0710678118654755
2022_05_04_abb01,90,spout04,sucrose00,14,7,7,5.656854249492381
2022_05_04_abb01,90,spout05,sucrose05,6,3,3,1.4142135623730951
