blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_27_abb08,0,216,21.6,21,0.8432740427115678
2022_05_27_abb08,10,232,23.2,23,0.7888106377466155
2022_05_27_abb08,20,243,24.3,24,0.9486832980505138
2022_05_27_abb08,30,204,20.4,21,5.834761729877617
2022_05_27_abb08,40,117,11.7,10,7.587270040447135
2022_05_27_abb08,50,136,13.6,15.5,8.83427667918797
2022_05_27_abb08,60,114,11.4,14.5,7.834397090892048
2022_05_27_abb08,70,117,11.7,12.5,7.775317071062475
2022_05_27_abb08,80,75,7.5,6,7.230337321161287
2022_05_27_abb08,90,89,8.9,4.5,8.45182426067493
