blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_02_abb01,0,171,17.1,18.5,4.254409477236529
2022_05_02_abb01,10,162,16.2,16,2.2010098692292237
2022_05_02_abb01,20,119,11.9,12.5,6.314885412877876
2022_05_02_abb01,30,97,9.7,10,4.808557187163549
2022_05_02_abb01,40,116,11.6,11,4.971027168615266
2022_05_02_abb01,50,68,6.8,7,5.0508525133002165
2022_05_02_abb01,60,42,4.2,0,5.692099788303083
2022_05_02_abb01,70,47,4.7,4.5,4.571651780264984
2022_05_02_abb01,80,35,3.5,0,5.681353516353104
2022_05_02_abb01,90,15,1.5,0,3.8078865529319543
