blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_14_abb09,0,89,8.9,5,7.79529772790409
2022_06_14_abb09,10,81,8.1,3,8.22529972435993
2022_06_14_abb09,20,69,6.9,3,7.752418977325722
2022_06_14_abb09,30,90,9,2.5,9.580071908799942
2022_06_14_abb09,40,93,9.3,6,8.667307668602875
2022_06_14_abb09,50,53,5.3,2,7.134423592694787
2022_06_14_abb09,60,75,7.5,4,7.8351061823621055
2022_06_14_abb09,70,89,8.9,4,9.290975310602338
2022_06_14_abb09,80,84,8.4,1.5,10.01332445627658
2022_06_14_abb09,90,76,7.6,1.5,9.383200117467625
