blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_12_abb01,0,spout01,nacl000,37,18.5,18.5,0.7071067811865476
2022_05_12_abb01,0,spout02,nacl050,15,7.5,7.5,9.192388155425117
2022_05_12_abb01,0,spout03,nacl150,5,2.5,2.5,2.1213203435596424
2022_05_12_abb01,0,spout04,nacl100,2,1,1,0
2022_05_12_abb01,0,spout05,nacl025,15,7.5,7.5,0.7071067811865476
2022_05_12_abb01,10,spout01,nacl000,32,16,16,1.4142135623730951
2022_05_12_abb01,10,spout02,nacl050,27,13.5,13.5,0.7071067811865476
2022_05_12_abb01,10,spout03,nacl150,4,2,2,1.4142135623730951
2022_05_12_abb01,10,spout04,nacl100,2,1,1,0
2022_05_12_abb01,10,spout05,nacl025,15,7.5,7.5,0.7071067811865476
2022_05_12_abb01,20,spout01,nacl000,38,19,19,1.4142135623730951
2022_05_12_abb01,20,spout02,nacl050,26,13,13,0
2022_05_12_abb01,20,spout03,nacl150,2,1,1,0
2022_05_12_abb01,20,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb01,20,spout05,nacl025,25,12.5,12.5,13.435028842544403
2022_05_12_abb01,30,spout01,nacl000,38,19,19,1.4142135623730951
2022_05_12_abb01,30,spout02,nacl050,32,16,16,1.4142135623730951
2022_05_12_abb01,30,spout03,nacl150,2,1,1,0
2022_05_12_abb01,30,spout04,nacl100,4,2,2,0
2022_05_12_abb01,30,spout05,nacl025,15,7.5,7.5,9.192388155425117
2022_05_12_abb01,40,spout01,nacl000,37,18.5,18.5,0.7071067811865476
2022_05_12_abb01,40,spout02,nacl050,31,15.5,15.5,2.1213203435596424
2022_05_12_abb01,40,spout03,nacl150,7,3.5,3.5,0.7071067811865476
2022_05_12_abb01,40,spout04,nacl100,2,1,1,0
2022_05_12_abb01,40,spout05,nacl025,4,2,2,0
2022_05_12_abb01,50,spout01,nacl000,34,17,17,1.4142135623730951
2022_05_12_abb01,50,spout02,nacl050,20,10,10,1.4142135623730951
2022_05_12_abb01,50,spout03,nacl150,5,2.5,2.5,0.7071067811865476
2022_05_12_abb01,50,spout04,nacl100,4,2,2,1.4142135623730951
2022_05_12_abb01,50,spout05,nacl025,38,19,19,0
2022_05_12_abb01,60,spout01,nacl000,30,15,15,1.4142135623730951
2022_05_12_abb01,60,spout02,nacl050,26,13,13,0
2022_05_12_abb01,60,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb01,60,spout04,nacl100,5,2.5,2.5,0.7071067811865476
2022_05_12_abb01,60,spout05,nacl025,32,16,16,0
2022_05_12_abb01,70,spout01,nacl000,33,16.5,16.5,0.7071067811865476
2022_05_12_abb01,70,spout02,nacl050,22,11,11,2.8284271247461903
2022_05_12_abb01,70,spout03,nacl150,5,2.5,2.5,0.7071067811865476
2022_05_12_abb01,70,spout04,nacl100,5,2.5,2.5,2.1213203435596424
2022_05_12_abb01,70,spout05,nacl025,30,15,15,1.4142135623730951
2022_05_12_abb01,80,spout01,nacl000,32,16,16,1.4142135623730951
2022_05_12_abb01,80,spout02,nacl050,15,7.5,7.5,0.7071067811865476
2022_05_12_abb01,80,spout03,nacl150,2,1,1,0
2022_05_12_abb01,80,spout04,nacl100,2,1,1,0
2022_05_12_abb01,80,spout05,nacl025,33,16.5,16.5,0.7071067811865476
2022_05_12_abb01,90,spout01,nacl000,28,14,14,2.8284271247461903
2022_05_12_abb01,90,spout02,nacl050,18,9,9,4.242640687119285
2022_05_12_abb01,90,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb01,90,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb01,90,spout05,nacl025,30,15,15,0
