blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_15_abb09,0,spout01,nacl050,1,0.5,0.5,0.7071067811865476
2022_06_15_abb09,0,spout02,nacl025,35,17.5,17.5,0.7071067811865476
2022_06_15_abb09,0,spout03,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_15_abb09,0,spout04,nacl000,43,21.5,21.5,2.1213203435596424
2022_06_15_abb09,0,spout05,nacl150,3,1.5,1.5,0.7071067811865476
2022_06_15_abb09,10,spout01,nacl050,2,1,1,0
2022_06_15_abb09,10,spout02,nacl025,41,20.5,20.5,0.7071067811865476
2022_06_15_abb09,10,spout03,nacl100,4,2,2,1.4142135623730951
2022_06_15_abb09,10,spout04,nacl000,47,23.5,23.5,0.7071067811865476
2022_06_15_abb09,10,spout05,nacl150,10,5,5,4.242640687119285
2022_06_15_abb09,20,spout01,nacl050,39,19.5,19.5,0.7071067811865476
2022_06_15_abb09,20,spout02,nacl025,38,19,19,0
2022_06_15_abb09,20,spout03,nacl100,2,1,1,0
2022_06_15_abb09,20,spout04,nacl000,51,25.5,25.5,2.1213203435596424
2022_06_15_abb09,20,spout05,nacl150,9,4.5,4.5,2.1213203435596424
2022_06_15_abb09,30,spout01,nacl050,19,9.5,9.5,12.020815280171307
2022_06_15_abb09,30,spout02,nacl025,41,20.5,20.5,0.7071067811865476
2022_06_15_abb09,30,spout03,nacl100,7,3.5,3.5,0.7071067811865476
2022_06_15_abb09,30,spout04,nacl000,52,26,26,0
2022_06_15_abb09,30,spout05,nacl150,6,3,3,2.8284271247461903
2022_06_15_abb09,40,spout01,nacl050,1,0.5,0.5,0.7071067811865476
2022_06_15_abb09,40,spout02,nacl025,39,19.5,19.5,0.7071067811865476
2022_06_15_abb09,40,spout03,nacl100,16,8,8,9.899494936611665
2022_06_15_abb09,40,spout04,nacl000,49,24.5,24.5,0.7071067811865476
2022_06_15_abb09,40,spout05,nacl150,7,3.5,3.5,2.1213203435596424
2022_06_15_abb09,50,spout01,nacl050,2,1,1,0
2022_06_15_abb09,50,spout02,nacl025,35,17.5,17.5,3.5355339059327378
2022_06_15_abb09,50,spout03,nacl100,2,1,1,0
2022_06_15_abb09,50,spout04,nacl000,40,20,20,2.8284271247461903
2022_06_15_abb09,50,spout05,nacl150,5,2.5,2.5,2.1213203435596424
2022_06_15_abb09,60,spout01,nacl050,2,1,1,0
2022_06_15_abb09,60,spout02,nacl025,30,15,15,7.0710678118654755
2022_06_15_abb09,60,spout03,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_15_abb09,60,spout04,nacl000,43,21.5,21.5,2.1213203435596424
2022_06_15_abb09,60,spout05,nacl150,3,1.5,1.5,0.7071067811865476
2022_06_15_abb09,70,spout01,nacl050,2,1,1,0
2022_06_15_abb09,70,spout02,nacl025,19,9.5,9.5,10.606601717798213
2022_06_15_abb09,70,spout03,nacl100,7,3.5,3.5,2.1213203435596424
2022_06_15_abb09,70,spout04,nacl000,23,11.5,11.5,16.263455967290593
2022_06_15_abb09,70,spout05,nacl150,2,1,1,0
2022_06_15_abb09,80,spout01,nacl050,2,1,1,1.4142135623730951
2022_06_15_abb09,80,spout02,nacl025,34,17,17,5.656854249492381
2022_06_15_abb09,80,spout03,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_15_abb09,80,spout04,nacl000,43,21.5,21.5,0.7071067811865476
2022_06_15_abb09,80,spout05,nacl150,2,1,1,0
2022_06_15_abb09,90,spout01,nacl050,3,1.5,1.5,0.7071067811865476
2022_06_15_abb09,90,spout02,nacl025,33,16.5,16.5,0.7071067811865476
2022_06_15_abb09,90,spout03,nacl100,2,1,1,0
2022_06_15_abb09,90,spout04,nacl000,37,18.5,18.5,0.7071067811865476
2022_06_15_abb09,90,spout05,nacl150,3,1.5,1.5,0.7071067811865476
