blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_04_abb06,0,108,10.8,11.5,7.671013260609347
2022_05_04_abb06,10,97,9.7,11,5.696977756280567
2022_05_04_abb06,20,85,8.5,8.5,4.994441354590566
2022_05_04_abb06,30,68,6.8,8,5.43241300999023
2022_05_04_abb06,40,57,5.7,4.5,4.9452558635075246
2022_05_04_abb06,50,48,4.8,3,5.43241300999023
2022_05_04_abb06,60,38,3.8,2,4.589843860815601
2022_05_04_abb06,70,22,2.2,0,3.823901439919996
2022_05_04_abb06,80,43,4.3,1,6.447221623821123
2022_05_04_abb06,90,12,1.2,0,1.9888578520235065
