blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_23_abb10,0,202,20.2,21,1.9888578520235065
2022_05_23_abb10,10,213,21.3,22,1.766981104093143
2022_05_23_abb10,20,220,22,22,1.247219128924647
2022_05_23_abb10,30,216,21.6,21.5,1.429840705968481
2022_05_23_abb10,40,206,20.6,20.5,1.8973665961010275
2022_05_23_abb10,50,197,19.7,21,3.743141876967945
2022_05_23_abb10,60,198,19.8,20.5,2.5298221281347035
2022_05_23_abb10,70,168,16.8,17,5.4528280124476085
2022_05_23_abb10,80,140,14,15,3.1622776601683795
2022_05_23_abb10,90,89,8.9,7,6.556591255285698
