blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_23_abb08,0,195,19.5,20,2.718251071716682
2022_05_23_abb08,10,219,21.9,22.5,2.766867462592951
2022_05_23_abb08,20,211,21.1,22,2.1317702607092643
2022_05_23_abb08,30,171,17.1,18,5.021066730398144
2022_05_23_abb08,40,161,16.1,16.5,5.952590472502987
2022_05_23_abb08,50,126,12.6,12,6.8507907086214015
2022_05_23_abb08,60,76,7.6,5,6.619835513230085
2022_05_23_abb08,70,37,3.7,0,6.600505031182589
2022_05_23_abb08,80,103,10.3,13,9.626929820964614
2022_05_23_abb08,90,119,11.9,14.5,8.089087299153924
