blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_24_abb08,0,209,20.9,20.5,1.1005049346146119
2022_05_24_abb08,10,213,21.3,22,1.4181364924121764
2022_05_24_abb08,20,196,19.6,20,3.6575644598253874
2022_05_24_abb08,30,167,16.7,17.5,4.808557187163549
2022_05_24_abb08,40,115,11.5,10.5,5.0387388192769915
2022_05_24_abb08,50,138,13.8,14,5.769652406245015
2022_05_24_abb08,60,102,10.2,10,6.4944420682440285
2022_05_24_abb08,70,110,11,12,4.96655480858378
2022_05_24_abb08,80,83,8.3,6.5,6.2012543533994435
2022_05_24_abb08,90,77,7.7,6.5,5.437523946307424
